,flight,plane,city1,city2,city3,city4,city5,remarks,flight_account,flight_num
5082,FM9231/2,738,上海虹桥,青岛,丹东,青岛,上海虹桥,或B73G/CR2执行,4,1.3.5.7
5083,FM9269/70,738,上海虹桥,井冈山,深圳,井冈山,上海虹桥,或B73G/CR2执行,4,1.3.5.7
5084,FM9282/1,738,西安,北京首都,西安,NA,NA,或B763/B752/B73G执行,7,1234567
5085,FM9285,738,嘉峪关,兰州,北京首都,NA,NA,NA,7,1234567
5086,FM9286,738,北京首都,兰州,嘉峪关,NA,NA,NA,7,1234567
5087,FM9297/8,738,上海虹桥,徐州,呼和浩特,徐州,上海虹桥,NA,1,.....6.
5088,FM9297/8,738,上海虹桥,徐州,呼和浩特,徐州,上海虹桥,NA,1,..3....
5089,FM9303/6,738,上海虹桥,广州,上海虹桥,NA,NA,NA,7,1234567
5090,FM9315/8,738,上海虹桥,广州,上海虹桥,NA,NA,NA,7,1234567
5091,FM9327,738,上海浦东,郑州,NA,NA,NA,或B763/B752/B73G/CR2执行,7,1234567
5092,FM9328,738,郑州,上海浦东,NA,NA,NA,或B763/B752/B73G/CR2执行,7,1234567
5093,FM9329/30,738,上海虹桥,郑州,银川,郑州,上海虹桥,或B752/B73G/CR2执行,7,1234567
5094,FM9333,738,上海虹桥,桂林,NA,NA,NA,或B763/B752/B73G/CR2执行,7,1234567
5095,FM9334,738,桂林,上海虹桥,NA,NA,NA,或B763/B752/B73G/CR2执行,7,1234567
5096,FM9339/40,738,上海虹桥,南宁,上海虹桥,NA,NA,或B752/B73G执行,7,1234567
5097,FM9341/2,738,上海浦东,张家界,上海浦东,NA,NA,或B752/B73G执行,7,1234567
5098,FM9343/4,738,上海浦东,张家界,上海浦东,NA,NA,NA,7,1234567
5099,FM9351,738,杭州,广州,NA,NA,NA,或B752/B73G执行,7,1234567
5100,FM9352,738,广州,杭州,NA,NA,NA,或B763/B752/B73G执行,7,1234567
5101,FM9353,738,杭州,广州,NA,NA,NA,或B763/B752/B73G执行,7,1234567
5102,FM9354,738,广州,杭州,NA,NA,NA,或B763/B752/B73G执行,7,1234567
5103,FM9355,738,南京,广州,NA,NA,NA,或B752/B73G执行,1,...4...
5104,FM9355,738,南京,广州,NA,NA,NA,或B752/B73G执行,6,123.567
5105,FM9356,738,广州,南京,NA,NA,NA,或B752/B73G执行,7,1234567
5106,FM9357,738,南京,广州,NA,NA,NA,或B752/B73G执行,7,1234567
5107,FM9358,738,广州,南京,NA,NA,NA,或B752/B73G执行,7,1234567
5108,FM9361/2,738,上海浦东,武汉,上海浦东,NA,NA,或B763/B752/B73G/CR2执行,7,1234567
5109,FM9363/4,738,上海浦东,武汉,上海浦东,NA,NA,或B763/B752/B73G/CR2执行,7,1234567
5110,FM9369/70,738,上海虹桥,深圳,上海虹桥,NA,NA,NA,7,1234567
5111,FM9374,738,深圳,上海浦东,NA,NA,NA,NA,7,1234567
5112,FM9381,738,上海浦东,深圳,NA,NA,NA,NA,7,1234567
5113,FM9387/8,738,上海浦东,湛江,上海浦东,NA,NA,或B73G/CR2执行,7,1234567
5114,FM9391/2,738,上海虹桥,长沙,上海虹桥,NA,NA,NA,7,1234567
5115,FM9397/8,738,上海浦东,宜昌,上海虹桥,NA,NA,NA,7,1234567
5116,FM9407,738,上海浦东,绵阳,NA,NA,NA,或B752/B73G执行,7,1234567
5117,FM9408,738,绵阳,上海浦东,NA,NA,NA,或B752/B73G执行,7,1234567
5118,FM9435/6,738,上海浦东,呼和浩特,上海浦东,NA,NA,NA,4,.2.4.67
5119,FM9437/8,738,上海虹桥,包头,上海虹桥,NA,NA,或B752/B73G/CR2执行,7,1234567
5120,FM9455/6,738,上海虹桥,昆明,上海虹桥,NA,NA,或B763/B752/B73G执行,7,1234567
5121,FM9457/8,738,上海虹桥,贵阳,上海浦东,NA,NA,NA,7,1234567
5122,FM9465/6,738,上海虹桥,成都,上海虹桥,NA,NA,或B763/B752/B73G执行,4,1.3.5.7
5123,FM9465/6,738,上海虹桥,成都,上海虹桥,NA,NA,或B763/B752/B73G执行,3,.2.4.6.
5124,FM9469,738,上海浦东,重庆,NA,NA,NA,或B763/B752/B73G执行,7,1234567
5125,FM9470,738,重庆,上海浦东,NA,NA,NA,或B763/B752/B73G执行,7,1234567
5126,FM9531/2,738,上海浦东,海口,上海浦东,NA,NA,或B763/B752/B73G执行,7,1234567
5127,FM9533,738,温州,广州,NA,NA,NA,或B752/B73G执行,7,1234567
5128,FM9534,738,广州,温州,NA,NA,NA,或B752/B73G执行,7,1234567
5129,FM9535/6,738,上海虹桥,三亚,上海虹桥,NA,NA,或B763/B752/B73G执行,7,1234567
5130,FM9537/8,738,上海浦东,三亚,上海浦东,NA,NA,或B763/B752/B73G执行,7,1234567
5131,FM9547/8,738,上海虹桥,重庆,上海虹桥,NA,NA,或B763/B752/B73G执行,7,1234567
5132,HU7033,738,广州,潍坊,NA,NA,NA,或B734/B733执行,1,...4...
5133,HU7034,738,潍坊,广州,NA,NA,NA,或B734/B733执行,3,.2.4.6.
5134,HU7069,738,广州,宁波,NA,NA,NA,或B734/B733执行 执行日期0801-0820执行,7,1234567
5135,HU7070,738,宁波,广州,NA,NA,NA,或B734/B733执行 执行日期0801-0820执行,7,1234567
5136,HU7081,738,海口,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5137,HU7082,738,北京首都,海口,NA,NA,NA,或B734/B733执行,7,1234567
5138,HU7097,738,宁波,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5139,HU7098,738,北京首都,宁波,NA,NA,NA,或B734/B733执行,7,1234567
5140,HU7109,738,北京首都,宜昌,NA,NA,NA,或B734/B733执行,3,.2.4.6.
5141,HU7109,738,北京首都,宜昌,NA,NA,NA,或B734/B733执行 执行日期0515-1029执行,4,1.3.5.7
5142,HU7110,738,宜昌,北京首都,NA,NA,NA,或B734/B733执行 执行日期0515-1029执行,4,1.3.5.7
5143,HU7110,738,宜昌,北京首都,NA,NA,NA,或B734/B733执行,1,.....6.
5144,HU7110,738,宜昌,北京首都,NA,NA,NA,或B734/B733执行,2,.2.4...
5145,HU7111,738,北京首都,昆明,NA,NA,NA,或B734/B733执行,7,1234567
5146,HU7112,738,昆明,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5147,HU7113/4,738,广州,南京,广州,NA,NA,或B734/B733执行,7,1234567
5148,HU7119,738,海口,上海浦东,NA,NA,NA,或B767/A330/A340执行,7,1234567
5149,HU7120,738,上海浦东,海口,NA,NA,NA,或B767/A330/A340执行,7,1234567
5150,HU7121,738,北京首都,南京,NA,NA,NA,或B734/B733执行,7,1234567
5151,HU7122,738,南京,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5152,HU7123,738,北京首都,牡丹江,NA,NA,NA,或B734/B733执行,7,1234567
5153,HU7124,738,牡丹江,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5154,HU7135,738,北京首都,长沙,NA,NA,NA,或B767/A330/A340执行,7,1234567
5155,HU7136,738,长沙,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5156,HU7137,738,北京首都,西安,NA,NA,NA,或B767/A330/A340执行,7,1234567
5157,HU7138,738,西安,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5158,HU7141,738,北京首都,成都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5159,HU7142,738,成都,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5160,HU7145,738,北京首都,乌鲁木齐,NA,NA,NA,或B767/A330/A340执行,7,1234567
5161,HU7146,738,乌鲁木齐,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5162,HU7152,738,重庆,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5163,HU7153,738,广州,乌鲁木齐,NA,NA,NA,执行日期0701-1029执行,4,1.3.5.7
5164,HU7153,738,广州,乌鲁木齐,NA,NA,NA,NA,3,.2.4.6.
5165,HU7154,738,乌鲁木齐,广州,NA,NA,NA,NA,3,.2.4.6.
5166,HU7154,738,乌鲁木齐,广州,NA,NA,NA,执行日期0701-1029执行,4,1.3.5.7
5167,HU7155,738,北京首都,杭州,NA,NA,NA,或B767/A330/A340执行,7,1234567
5168,HU7156,738,杭州,北京首都,NA,NA,NA,或B767/A330/A340执行,4,.23.5.7
5169,HU7156,738,杭州,北京首都,NA,NA,NA,或B767/A330/A340执行,3,1..4.6.
5170,HU7159/60,738,广州,青岛,哈尔滨,青岛,广州,或B734/B733执行,4,1.3.5.7
5171,HU7159/60,738,广州,青岛,哈尔滨,青岛,广州,或B734/B733执行 执行日期0327-0531 0701-1029执行,3,.2.4.6.
5172,HU7161,738,北京首都,重庆,NA,NA,NA,或B767/A330/A340执行,7,1234567
5173,HU7162,738,重庆,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5174,HU7165,738,北京首都,昆明,NA,NA,NA,或B767/A330/A340执行,7,1234567
5175,HU7166,738,昆明,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5176,HU7169,738,广州,宁波,NA,NA,NA,或B734/B733执行,7,1234567
5177,HU7170,738,宁波,广州,NA,NA,NA,或B734/B733执行,7,1234567
5178,HU7177,738,北京首都,杭州,NA,NA,NA,或B767/A330/A340执行,7,1234567
5179,HU7179,738,北京首都,三亚,NA,NA,NA,或B767/A330/A340执行,7,1234567
5180,HU7180,738,三亚,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5181,HU7181,738,海口,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5182,HU7182,738,北京首都,海口,NA,NA,NA,或B767/A330/A340执行,7,1234567
5183,HU7187,738,北京首都,武汉,NA,NA,NA,或B734/B733执行 执行日期0515-1029执行,3,.2.4.6.
5184,HU7187,738,北京首都,武汉,NA,NA,NA,或B734/B733执行,1,..3....
5185,HU7187,738,北京首都,武汉,NA,NA,NA,或B734/B733执行,3,1...5.7
5186,HU7188,738,武汉,北京首都,NA,NA,NA,或B734/B733执行,1,1......
5187,HU7188,738,武汉,北京首都,NA,NA,NA,或B734/B733执行 执行日期0515-1029执行,3,.2.4.6.
5188,HU7188,738,武汉,北京首都,NA,NA,NA,或B734/B733执行,1,..3....
5189,HU7188,738,武汉,北京首都,NA,NA,NA,或B734/B733执行,2,....5.7
5190,HU7189,738,北京首都,贵阳,NA,NA,NA,或B734/B733执行,7,1234567
5191,HU7190,738,贵阳,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5192,HU7195,738,北京首都,福州,NA,NA,NA,或B734/B733执行,1,..3....
5193,HU7195,738,北京首都,福州,NA,NA,NA,或B734/B733执行,6,12.4567
5194,HU7196,738,福州,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5195,HU7197,738,宁波,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5196,HU7198,738,北京首都,宁波,NA,NA,NA,或B734/B733执行,7,1234567
5197,HU7201,738,天津,广州,NA,NA,NA,或B734/B733执行,7,1234567
5198,HU7202,738,广州,天津,NA,NA,NA,或B734/B733执行,7,1234567
5199,HU7205,738,天津,上海虹桥,NA,NA,NA,或B734/B733执行,7,1234567
5200,HU7206,738,上海虹桥,天津,NA,NA,NA,或B734/B733执行,7,1234567
5201,HU7207,738,天津,上海虹桥,NA,NA,NA,或B734/B733执行,7,1234567
5202,HU7208,738,上海虹桥,天津,NA,NA,NA,或B734/B733执行,7,1234567
5203,HU7211,738,北京首都,昆明,NA,NA,NA,或B767/A330/A340执行,7,1234567
5204,HU7212,738,昆明,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5205,HU7213,738,广州,南京,NA,NA,NA,或B734/B733执行,7,1234567
5206,HU7214,738,南京,广州,NA,NA,NA,或B734/B733执行,7,1234567
5207,HU7231,738,北京首都,兰州,NA,NA,NA,或B734/B733执行,7,1234567
5208,HU7232,738,兰州,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5209,HU7233,738,北京首都,银川,NA,NA,NA,或B734/B733执行,7,1234567
5210,HU7234,738,银川,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5211,HU7237,738,北京首都,西安,NA,NA,NA,或B767/A330/A340执行,7,1234567
5212,HU7238,738,西安,北京首都,NA,NA,NA,或B767/A330/A340执行,1,...4...
5213,HU7238,738,西安,北京首都,NA,NA,NA,或B767/A330/A340执行,6,123.567
5214,HU7239,738,北京首都,西宁,NA,NA,NA,或B734/B733执行,7,1234567
5215,HU7240,738,西宁,北京首都,NA,NA,NA,或B734/B733执行,7,1234567
5216,HU7243,738,广州,合肥,大连,NA,NA,或B734/B733执行,7,1234567
5217,HU7244,738,大连,合肥,广州,NA,NA,或B734/B733执行,7,1234567
5218,HU7245,738,北京首都,乌鲁木齐,NA,NA,NA,或B767/A330/A340执行,7,1234567
5219,HU7246,738,乌鲁木齐,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5220,HU7251,738,北京首都,温州,NA,NA,NA,或B734/B733执行,7,1234567
5221,HU7269,738,广州,宁波,NA,NA,NA,或B733/B734执行,7,1234567
5222,HU7270,738,宁波,广州,NA,NA,NA,或B733/B734执行,7,1234567
5223,HU7271,738,广州,贵阳,NA,NA,NA,或B733/B734执行,7,1234567
5224,HU7272,738,贵阳,广州,NA,NA,NA,或B733/B734执行,7,1234567
5225,HU7279,738,北京首都,三亚,NA,NA,NA,或B767/A330执行,7,1234567
5226,HU7280,738,三亚,北京首都,NA,NA,NA,或B767/A330执行,7,1234567
5227,HU7281,738,海口,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5228,HU7282,738,北京首都,海口,NA,NA,NA,或B767/A330/A340执行,7,1234567
5229,HU7297,738,宁波,北京首都,NA,NA,NA,或B733/B734执行,7,1234567
5230,HU7298,738,北京首都,宁波,NA,NA,NA,或B733/B734执行,7,1234567
5231,HU7319,738,海口,上海浦东,NA,NA,NA,或B733/A330执行,7,1234567
5232,HU7320,738,上海浦东,海口,NA,NA,NA,或B733/A330执行,7,1234567
5233,HU7337,738,北京首都,西安,NA,NA,NA,或B767/A330/A340执行,7,1234567
5234,HU7338,738,西安,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5235,HU7343,738,广州,沈阳,NA,NA,NA,或B733/B734执行  执行日期0327-0430 0701-1029执行,5,1.345.7
5236,HU7344,738,沈阳,广州,NA,NA,NA,或B733/B734执行  执行日期0327-0430 0701-1029执行,5,1.345.7
5237,HU7345,738,北京首都,乌鲁木齐,NA,NA,NA,或B767/A330执行,7,1234567
5238,HU7346,738,乌鲁木齐,北京首都,NA,NA,NA,或B767/A330执行,7,1234567
5239,HU7361,738,广州,杭州,NA,NA,NA,或B733/B734执行,5,.2345.7
5240,HU7361,738,广州,杭州,NA,NA,NA,或B733/B734执行,2,1....6.
5241,HU7362,738,杭州,广州,NA,NA,NA,或B733/B734执行,7,1234567
5242,HU7373/4,738,广州,福州,广州,NA,NA,或B733/B734执行,3,.2.4.6.
5243,HU7373/4,738,广州,福州,广州,NA,NA,或B733/B734执行 执行日期0327-0430 0701-1029执行,4,1.3.5.7
5244,HU7375,738,太原,上海虹桥,NA,NA,NA,或B733执行,3,..3.5.7
5245,HU7375,738,太原,上海虹桥,NA,NA,NA,或B733执行,4,12.4.6.
5246,HU7376,738,上海虹桥,太原,NA,NA,NA,或B733执行,7,1234567
5247,HU7381,738,海口,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5248,HU7382,738,北京首都,海口,NA,NA,NA,或B767/A330/A340执行,7,1234567
5249,HU7601,738,北京首都,上海虹桥,NA,NA,NA,或B767/A330/A340执行,7,1234567
5250,HU7603,738,北京首都,上海虹桥,NA,NA,NA,或B767/A330/A340执行,7,1234567
5251,HU7604,738,上海虹桥,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5252,HU7615,738,北京首都,东营,NA,NA,NA,或B734执行,7,1234567
5253,HU7616,738,东营,北京首都,NA,NA,NA,或B734执行,7,1234567
5254,HU7635,738,北京首都,长沙,NA,NA,NA,或B767/A330/A340执行,7,1234567
5255,HU7636,738,长沙,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5256,HU7713,738,广州,贵阳,NA,NA,NA,或B733/B734执行 执行日期0801-0820执行,1,1......
5257,HU7713,738,广州,贵阳,NA,NA,NA,或B733/B734执行 执行日期0801-0820执行,3,..3.5.7
5258,HU7714,738,贵阳,广州,NA,NA,NA,或B733/B734执行 执行日期0801-0820执行,4,1.3.5.7
5259,HU7733,738,广州,唐山,NA,NA,NA,或B733/B734执行,2,.2...6.
5260,HU7734,738,唐山,广州,NA,NA,NA,或B733/B734执行,2,.2...6.
5261,HU7735,738,兰州,上海浦东,NA,NA,NA,NA,7,1234567
5262,HU7736,738,上海浦东,兰州,NA,NA,NA,NA,7,1234567
5263,HU7771,738,北京首都,厦门,NA,NA,NA,或B767/A330/A340执行,7,1234567
5264,HU7772,738,厦门,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5265,HU7787,738,广州,厦门,NA,NA,NA,或B733/B734执行,7,1234567
5266,HU7788,738,厦门,广州,NA,NA,NA,或B733/B734执行,7,1234567
5267,HU7801,738,北京首都,广州,NA,NA,NA,或B767/A330/A340执行,7,1234567
5268,HU7802,738,广州,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5269,HU7803,738,北京首都,广州,NA,NA,NA,或B767/A330/A340执行,7,1234567
5270,HU7804,738,广州,北京首都,NA,NA,NA,或B767/A330/A340执行,7,1234567
5271,HU7807/8,738,西安,上海浦东,西安,NA,NA,NA,7,1234567
5272,HU7837,738,西安,广州,NA,NA,NA,NA,7,1234567
5273,HU7838,738,广州,西安,NA,NA,NA,NA,4,1.3.5.7
5274,HU7838,738,广州,西安,NA,NA,NA,NA,3,.2.4.6.
5275,HU7845,738,西安,上海浦东,NA,NA,NA,NA,7,1234567
5276,HU7846,738,上海浦东,西安,NA,NA,NA,NA,7,1234567
5277,KN2255/6,738,北京南苑,连云港,北京南苑,NA,NA,NA,7,1234567
5278,KN2257/8,738,北京南苑,长沙,北京南苑,NA,NA,NA,7,1234567
5279,KN2267/8,738,大理,北京南苑,大理,NA,NA,执行日期0327-0531执行,7,1234567
5280,KN2271/2,738,北京南苑,昆明,北京南苑,NA,NA,NA,7,1234567
5281,KN2275/6,738,北京南苑,广州,北京南苑,NA,NA,NA,7,1234567
5282,KN2283,738,北京南苑,成都,NA,NA,NA,NA,7,1234567
5283,KN2284,738,成都,北京南苑,NA,NA,NA,NA,7,1234567
5284,KN2293/4,738,北京南苑,临沂,北京南苑,NA,NA,NA,3,.2.4.6.
5285,KN2295/6,738,北京南苑,无锡,北京南苑,NA,NA,或B737-700执行,4,1.3.5.7
5286,KN2905/6,738,北京南苑,南通,北京南苑,NA,NA,NA,3,.2.4.6.
5287,KN2917/8,738,北京南苑,西安,北京南苑,NA,NA,或B737-700执行,7,1234567
5288,KN2927/8,738,成都,北京南苑,成都,NA,NA,或B737-700执行,7,1234567
5289,KN2929/30,738,成都,北京南苑,成都,NA,NA,或B737-700执行,7,1234567
5290,KN2933/4,738,北京南苑,常州,北京南苑,NA,NA,NA,3,.2.4.6.
5291,MF8109/10,738,福州,北京首都,福州,NA,NA,或B757执行,7,1234567
5292,MF8113/4,738,泉州,北京首都,泉州,NA,NA,或B757执行,7,1234567
5293,MF8121/2,738,武夷山,北京首都,武夷山,NA,NA,NA,5,12.45.7
5294,MF8121/2,738,武夷山,北京首都,武夷山,NA,NA,NA,2,..3..6.
5295,MF8131/2,738,厦门,北京首都,厦门,NA,NA,或B757执行,6,12345.7
5296,MF8131/2,738,厦门,北京首都,厦门,NA,NA,或B757执行,1,.....6.
5297,MF8133,738,武夷山,北京首都,NA,NA,NA,NA,7,1234567
5298,MF8134,738,北京首都,武夷山,NA,NA,NA,NA,7,1234567
5299,MF8147/8,738,长沙,北京首都,长沙,NA,NA,或B757执行,7,1234567
5300,MF8165/6,738,福州,北京首都,福州,NA,NA,或B757执行,7,1234567
5301,MF8167,738,福州,北京首都,NA,NA,NA,或B757执行,7,1234567
5302,MF8169/70,738,厦门,北京首都,厦门,NA,NA,或B757执行,7,1234567
5303,MF8171,738,福州,北京首都,NA,NA,NA,或B757执行,3,.2.4.6.
5304,MF8172,738,北京首都,福州,NA,NA,NA,或B757执行,7,1234567
5305,MF8174,738,北京首都,福州,NA,NA,NA,或B757执行,1,.2.....
5306,MF8174,738,北京首都,福州,NA,NA,NA,或B757执行,2,...4.6.
5307,MF8175/6,738,连城,福州,北京首都,福州,连城,NA,4,1.3.5.7
5308,MF8329/30,738,福州,广州,福州,NA,NA,或B757执行,7,1234567
5309,MF8333/4,738,厦门,广州,厦门,NA,NA,或B757执行,6,1234.67
5310,MF8347/8,738,福州,广州,福州,NA,NA,或B757执行,7,1234567
5311,MF8365,738,武夷山,厦门,广州,NA,NA,NA,1,.2.....
5312,MF8365,738,武夷山,厦门,广州,NA,NA,NA,6,1.34567
5313,MF8366,738,广州,厦门,武夷山,NA,NA,NA,1,.2.....
5314,MF8366,738,广州,厦门,武夷山,NA,NA,NA,6,1.34567
5315,MU2067,738,福州,北京首都,NA,NA,NA,执行日期1001-1029执行,7,1234567
5316,MU2068,738,北京首都,福州,NA,NA,NA,执行日期1001-1029执行,7,1234567
5317,MU2069,738,长春,北京首都,NA,NA,NA,NA,1,.2.....
5318,MU2069,738,长春,北京首都,NA,NA,NA,NA,3,1.3...7
5319,MU2069,738,长春,北京首都,NA,NA,NA,NA,1,...4...
5320,MU2069,738,长春,北京首都,NA,NA,NA,NA,1,.....6.
5321,MU2070,738,北京首都,长春,NA,NA,NA,NA,4,1.34.6.
5322,MU2070,738,北京首都,长春,NA,NA,NA,NA,1,......7
5323,MU2070,738,北京首都,长春,NA,NA,NA,NA,1,.2.....
5324,MU2073/4,738,北京首都,临沂,北京首都,NA,NA,NA,7,1234567
5325,MU2077/8,738,西宁,北京首都,西宁,NA,NA,执行日期0901-1029执行,7,1234567
5326,MU2091,738,北京首都,南昌,NA,NA,NA,NA,7,1234567
5327,MU2092,738,南昌,北京首都,NA,NA,NA,NA,3,..34.6.
5328,MU2092,738,南昌,北京首都,NA,NA,NA,NA,4,12..5.7
5329,MU2099,738,南昌,北京首都,NA,NA,NA,执行日期1001-1029执行,7,1234567
5330,MU2100,738,北京首都,南昌,NA,NA,NA,执行日期1001-1029执行,7,1234567
5331,MU2102,738,北京首都,西安,NA,NA,NA,NA,2,.....67
5332,MU2102,738,北京首都,西安,NA,NA,NA,NA,5,12345..
5333,MU2105,738,西安,北京首都,NA,NA,NA,NA,7,1234567
5334,MU2112,738,北京首都,西安,NA,NA,NA,NA,7,1234567
5335,MU2115,738,西安,北京首都,NA,NA,NA,NA,7,1234567
5336,MU2311,738,大连,北京首都,NA,NA,NA,NA,1,....5..
5337,MU2311,738,大连,北京首都,NA,NA,NA,NA,6,1234.67
5338,MU2312,738,北京首都,大连,NA,NA,NA,NA,1,....5..
5339,MU2312,738,北京首都,大连,NA,NA,NA,NA,6,1234.67
5340,MU2453,738,恩施,武汉,北京首都,NA,NA,NA,7,1234567
5341,MU2455,738,恩施,武汉,北京首都,NA,NA,NA,7,1234567
5342,MU2459,738,武汉,北京首都,NA,NA,NA,NA,7,1234567
5343,MU2467,738,北京首都,温州,NA,NA,NA,NA,7,1234567
5344,MU2468,738,温州,北京首都,NA,NA,NA,NA,7,1234567
5345,MU2502,738,上海浦东,武汉,NA,NA,NA,NA,7,1234567
5346,MU2511,738,武汉,上海浦东,NA,NA,NA,NA,7,1234567
5347,MU3173,738,北京首都,大连,NA,NA,NA,执行日期0510-1029执行,7,1234567
5348,MU3174,738,大连,北京首都,NA,NA,NA,执行日期0510-1029执行,7,1234567
5349,MU5143,738,上海虹桥,太原,NA,NA,NA,NA,7,1234567
5350,MU5144,738,太原,上海虹桥,NA,NA,NA,NA,7,1234567
5351,MU5156,738,北京首都,上海浦东,NA,NA,NA,NA,3,1.3..6.
5352,MU5159,738,北京首都,连云港,NA,NA,NA,NA,7,1234567
5353,MU5160,738,连云港,北京首都,NA,NA,NA,NA,7,1234567
5354,MU5251,738,太原,广州,NA,NA,NA,NA,7,1234567
5355,MU5302,738,广州,上海虹桥,NA,NA,NA,NA,7,1234567
5356,MU5311,738,上海虹桥,广州,NA,NA,NA,NA,7,1234567
5357,MU5315,738,上海浦东,广州,NA,NA,NA,NA,7,1234567
5358,MU5316,738,广州,上海浦东,NA,NA,NA,NA,7,1234567
5359,MU5361/2,738,上海虹桥,长沙,上海虹桥,NA,NA,NA,7,1234567
5360,MU5402,738,成都,上海浦东,NA,NA,NA,NA,7,1234567
5361,MU5477,738,上海虹桥,太原,NA,NA,NA,NA,7,1234567
5362,MU5478,738,太原,上海虹桥,NA,NA,NA,NA,7,1234567
5363,MU5485,738,宁波,北京首都,NA,NA,NA,NA,7,1234567
5364,MU5486,738,北京首都,宁波,NA,NA,NA,NA,7,1234567
5365,MU5712,738,北京首都,昆明,NA,NA,NA,或321/320/73G执行,6,1.34567
5366,MU5712,738,北京首都,昆明,NA,NA,NA,或321/320/73G执行,1,.2.....
5367,MU5715,738,昆明,北京首都,NA,NA,NA,或321/320/73G执行,7,1234567
5368,SC1195/6,738,银川,北京首都,银川,NA,NA,或B733执行.,7,1234567
5369,SC4882/1,738,北京首都,威海,北京首都,NA,NA,NA,7,1234567
5370,ZH9487/8,738,济南,广州,济南,NA,NA,或73G/A320执行,7,1234567
5371,ZH9549/50,738,无锡,广州,无锡,NA,NA,或73G/A320执行,7,1234567
5372,ZH9559,738,无锡,北京首都,NA,NA,NA,或73G执行,7,1234567
5373,ZH9560,738,北京首都,无锡,NA,NA,NA,或73G执行,7,1234567
5374,ZH9571/2,738,无锡,北京首都,无锡,NA,NA,NA,7,1234567
5375,ZH9577/8,738,南宁,上海虹桥,南宁,NA,NA,或73G/A320执行,4,1.3.5.7
5376,ZH9591,738,南宁,北京首都,NA,NA,NA,NA,7,1234567
5377,ZH9592,738,北京首都,南宁,NA,NA,NA,NA,7,1234567
5378,ZH9617,738,广州,南京,NA,NA,NA,NA,7,1234567
5379,ZH9618,738,南京,广州,NA,NA,NA,NA,6,12.4567
5380,ZH9618,738,南京,广州,NA,NA,NA,NA,1,..3....
5381,ZH9677/8,738,广州,南京,广州,NA,NA,NA,7,1234567
5382,ZH9813/4,738,深圳,上海虹桥,深圳,NA,NA,NA,7,1234567
5383,ZH9815/6,738,深圳,上海虹桥,深圳,NA,NA,NA,7,1234567
5384,ZH9831/2,738,深圳,北京首都,深圳,NA,NA,或739执行,7,1234567
5385,ZH9891,738,深圳,上海浦东,NA,NA,NA,或319/320执行,7,1234567
5386,ZH9892,738,上海浦东,深圳,NA,NA,NA,或319/320执行,7,1234567
5387,ZH9801,739,深圳,北京首都,NA,NA,NA,或738执行,7,1234567
5388,ZH9802,739,北京首都,深圳,NA,NA,NA,或738执行,7,1234567
5389,ZH9811,739,深圳,上海浦东,NA,NA,NA,或738执行,7,1234567
5390,ZH9812,739,上海浦东,深圳,NA,NA,NA,NA,7,1234567
5391,ZH9821,739,深圳,北京首都,NA,NA,NA,或738执行,7,1234567
5392,ZH9822,739,北京首都,深圳,NA,NA,NA,或738执行,7,1234567
5393,ZH9851/2,739,深圳,北京首都,深圳,NA,NA,NA,7,1234567
5394,ZH9889/90,739,北京首都,深圳,北京首都,NA,NA,或319/320执行,7,1234567
5395,ZH9917,739,深圳,上海浦东,NA,NA,NA,或738执行,7,1234567
5396,ZH9918,739,上海浦东,深圳,NA,NA,NA,或738执行,7,1234567
5397,ZH9959,739,深圳,北京首都,NA,NA,NA,或738执行,7,1234567
5398,ZH9960,739,北京首都,深圳,NA,NA,NA,或738执行,1,..3....
5399,ZH9960,739,北京首都,深圳,NA,NA,NA,或738执行,6,12.4567
