"","flight","plane","city1","city2","city3","city4","city5","remarks","flight_account","city1_2"
"100891","CA1383","333","北京首都","深圳",NA,NA,NA,NA,"7","北京首都深圳"
"100901","CA1384","333","深圳","北京首都",NA,NA,NA,NA,"7","深圳北京首都"
"100911","CA1425","333","北京首都","成都",NA,NA,NA,NA,"7","北京首都成都"
"100921","CA1426","333","成都","北京首都",NA,NA,NA,NA,"7","成都北京首都"
"100931","CA1856","333","上海虹桥","北京首都",NA,NA,NA,NA,"7","上海虹桥北京首都"
"100941","CA4106","333","北京首都","成都",NA,NA,NA,NA,"7","北京首都成都"
"100951","CA4113","333","成都","北京首都",NA,NA,NA,NA,"7","成都北京首都"
"100961","CA4501","333","成都","上海虹桥",NA,NA,NA,NA,"7","成都上海虹桥"
"100971","CA4502","333","上海虹桥","成都",NA,NA,NA,NA,"7","上海虹桥成都"
"100981","CA4515","333","成都","上海虹桥",NA,NA,NA,NA,"7","成都上海虹桥"
"100991","CA4516","333","上海虹桥","成都",NA,NA,NA,NA,"4","上海虹桥成都"
"101001","CA4516","333","上海虹桥","成都",NA,NA,NA,NA,"3","上海虹桥成都"
"101011","CZ3151","333","深圳","北京首都",NA,NA,NA,"与MF1045 MU3042代码共享 或333/321/320/319执行","7","深圳北京首都"
"101021","CZ3152","333","北京首都","深圳",NA,NA,NA,"与MF1046 MU3043代码共享 或333/321/320/319执行","7","北京首都深圳"
"101031","CZ3189","333","深圳","北京首都",NA,NA,NA,"与MF1071 MU3062代码共享 或333/321/320/319执行","6","深圳北京首都"
"101041","CZ3190","333","北京首都","深圳",NA,NA,NA,"与MF1072 MU3063代码共享 或333/330/321/320/319执行","7","北京首都深圳"
"101051","CZ3191","333","深圳","北京首都",NA,NA,NA,"与MF1073 MU3064代码共享 或788/77W/772/738/737/388/333/330/321/320/319执行","7","深圳北京首都"
"101061","CZ3192","333","北京首都","深圳",NA,NA,NA,"与MF1074 MU3065代码共享 或788/77W/772/738/737/388/333/330/321/320/319执行","7","北京首都深圳"
"101071","CZ3193","333","深圳","北京首都",NA,NA,NA,"与MF1075 MU3066代码共享 或333/330/321/320/319执行","7","深圳北京首都"
"101081","CZ3194","333","北京首都","深圳",NA,NA,NA,"与MF1076 MU3067代码共享 或333/330/321/320/319执行","7","北京首都深圳"
"101091","CZ6583","333","深圳","上海虹桥",NA,NA,NA,"与MF4187 MU4423代码共享 或333/321/320/319执行","7","深圳上海虹桥"
"101101","CZ6584","333","上海虹桥","深圳",NA,NA,NA,"与MF4188 MU4424代码共享 或333/321/320/319执行","7","上海虹桥深圳"
"101111","FM9301","333","上海虹桥","广州",NA,NA,NA,"或767/738/73G执行 执行日期0327-1029执行","4","上海虹桥广州"
"101121","FM9303","333","上海虹桥","广州",NA,NA,NA,"或767/738/73G执行 执行日期0327-1029执行","7","上海虹桥广州"
"101131","FM9306","333","广州","上海虹桥",NA,NA,NA,"或763/738/73G执行 执行日期0327-1029执行","4","广州上海虹桥"
"101141","FM9307","333","上海虹桥","广州",NA,NA,NA,"或767/738/73G执行 执行日期0327-1029执行","7","上海虹桥广州"
"101151","FM9310","333","广州","上海虹桥",NA,NA,NA,"或767/738/73G执行 执行日期0327-1029执行","7","广州上海虹桥"
"101161","FM9311","333","上海虹桥","广州",NA,NA,NA,"或767/738/73G执行 执行日期0327-1029执行","7","上海虹桥广州"
"101171","FM9314","333","广州","上海虹桥",NA,NA,NA,"或767/738/73G执行 执行日期0327-1029执行","7","广州上海虹桥"
"101181","FM9318","333","广州","上海虹桥",NA,NA,NA,"或767/738/73G执行 执行日期0327-1029执行","7","广州上海虹桥"
"101191","MU5101","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","6","上海虹桥北京首都"
"101201","MU5102","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","6","北京首都上海虹桥"
"101211","MU5103","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101221","MU5104","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101231","MU5105","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101241","MU5106","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101251","MU5107","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","3","上海虹桥北京首都"
"101261","MU5107","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","4","上海虹桥北京首都"
"101271","MU5108","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101281","MU5109","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101291","MU5110","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101301","MU5111","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101311","MU5112","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101321","MU5113","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101331","MU5114","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101341","MU5115","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101351","MU5116","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101361","MU5117","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101371","MU5118","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","4","北京首都上海虹桥"
"101381","MU5119","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101391","MU5120","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101401","MU5121","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101411","MU5122","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","5","北京首都上海虹桥"
"101421","MU5122","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","2","北京首都上海虹桥"
"101431","MU5123","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101441","MU5124","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101451","MU5125","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","4","上海虹桥北京首都"
"101461","MU5126","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101471","MU5127","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101481","MU5128","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","5","北京首都上海虹桥"
"101491","MU5128","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","2","北京首都上海虹桥"
"101501","MU5137","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","5","上海虹桥北京首都"
"101511","MU5138","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","5","北京首都上海虹桥"
"101521","MU5151","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101531","MU5152","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101541","MU5155","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101551","MU5156","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101561","MU5159","333","上海虹桥","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","上海虹桥北京首都"
"101571","MU5160","333","北京首都","上海虹桥",NA,NA,NA,"执行日期0327-1029执行","7","北京首都上海虹桥"
"101581","MU5181","333","北京首都","广州",NA,NA,NA,"执行日期0327-1029执行","7","北京首都广州"
"101591","MU5182","333","广州","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","广州北京首都"
"101601","MU5183","333","北京首都","上海浦东",NA,NA,NA,"执行日期0327-1029执行","4","北京首都上海浦东"
"101611","MU5186","333","上海浦东","北京首都",NA,NA,NA,"执行日期0327-1029执行","1","上海浦东北京首都"
"101631","CA1865","340","上海浦东","广州",NA,NA,NA,NA,"1","上海浦东广州"
"101641","CA1865","340","上海浦东","广州",NA,NA,NA,NA,"6","上海浦东广州"
"101651","CA1866","340","广州","上海浦东",NA,NA,NA,NA,"7","广州上海浦东"
"101661","CA1947","340","上海浦东","成都",NA,NA,NA,NA,"7","上海浦东成都"
"101671","CA1948","340","成都","上海浦东",NA,NA,NA,NA,"7","成都上海浦东"
"101681","CA4105","340","成都","北京首都",NA,NA,NA,"与ZH4105代码共享","7","成都北京首都"
"101691","CA4109","340","成都","北京首都",NA,NA,NA,"与ZH4109代码共享","7","成都北京首都"
"101701","CA4110","340","北京首都","成都",NA,NA,NA,"与ZH4110代码共享","7","北京首都成都"
"101711","CA4114","340","北京首都","成都",NA,NA,NA,"与ZH4114代码共享","3","北京首都成都"
"101721","CA4114","340","北京首都","成都",NA,NA,NA,"与ZH4114代码共享","3","北京首都成都"
"101731","CA4114","340","北京首都","成都",NA,NA,NA,"与ZH4114代码共享","1","北京首都成都"
"101741","CZ3000","388","北京首都","广州",NA,NA,NA,"或788/737/333/332/321/320/319执行 与MF4000 MU3001代码共享","6","北京首都广州"
"101751","CZ3000","388","北京首都","广州",NA,NA,NA,"或788/737/333/332/321/320/319执行 与MF4000 MU3001代码共享","1","北京首都广州"
"101761","CZ3099","388","广州","北京首都",NA,NA,NA,"或788/737/333/332/321/320/319执行 与MF4001 MU3002代码共享","7","广州北京首都"
"101771","CZ3104","388","北京首都","广州",NA,NA,NA,"或788/737/333/332/321/320/319执行 与MF1004 MU3007代码共享","1","北京首都广州"
"101781","CZ3104","388","北京首都","广州",NA,NA,NA,"或788/737/333/332/321/320/319执行 与MF1004 MU3007代码共享","5","北京首都广州"
"101791","CZ3104","388","北京首都","广州",NA,NA,NA,"或788/737/333/332/321/320/319执行 与MF1004 MU3007代码共享","1","北京首都广州"
"101801","CZ3999","388","广州","北京首都",NA,NA,NA,"或788/737/333/332/321/320/319执行 与MF1781 MU3536代码共享","7","广州北京首都"
"101811","CA4339","733","泸州","广州",NA,NA,NA,"与ZH4339 SC4339代码共享","7","泸州广州"
"101821","CZ3947","733","郑州","上海浦东",NA,NA,NA,"与MF1735 MU3514代码共享","7","郑州上海浦东"
"101831","CZ3948","733","上海浦东","郑州",NA,NA,NA,"与MF1736 MU3515代码共享","7","上海浦东郑州"
"101841","HU7311","734","北京首都","昆明",NA,NA,NA,"或738/767/787/789/332/333执行 与AA7211代号共享","7","北京首都昆明"
"101891","BK2787","737","广州","天津",NA,NA,NA,NA,"7","广州天津"
"101901","BK2788","737","天津","广州",NA,NA,NA,NA,"7","天津广州"
"101911","CA1213","737","北京首都","银川",NA,NA,NA,NA,"7","北京首都银川"
"101921","CA1214","737","银川","北京首都",NA,NA,NA,NA,"7","银川北京首都"
"101931","CA1221","737","北京首都","兰州",NA,NA,NA,NA,"7","北京首都兰州"
"101941","CA1222","737","兰州","北京首都",NA,NA,NA,NA,"1","兰州北京首都"
"101951","CA1222","737","兰州","北京首都",NA,NA,NA,NA,"6","兰州北京首都"
"101961","CA1285","737","北京首都","朝阳",NA,NA,NA,NA,"7","北京首都朝阳"
"101971","CA1286","737","朝阳","北京首都",NA,NA,NA,NA,"7","朝阳北京首都"
"101981","CA1381","737","呼和浩特","广州",NA,NA,NA,NA,"7","呼和浩特广州"
"101991","CA1382","737","广州","呼和浩特",NA,NA,NA,NA,"7","广州呼和浩特"
"102001","CA1391","737","运城","广州",NA,NA,NA,NA,"7","运城广州"
"102011","CA1392","737","广州","运城",NA,NA,NA,NA,"7","广州运城"
"102021","CA1421","737","广州","广元",NA,NA,NA,NA,"3","广州广元"
"102031","CA1422","737","广元","广州",NA,NA,NA,NA,"3","广元广州"
"102041","CA1423","737","北京首都","六盘水",NA,NA,NA,NA,"3","北京首都六盘水"
"102051","CA1424","737","六盘水","北京首都",NA,NA,NA,NA,"3","六盘水北京首都"
"102061","CA1455","737","北京首都","绵阳",NA,NA,NA,NA,"7","北京首都绵阳"
"102071","CA1456","737","绵阳","北京首都",NA,NA,NA,NA,"7","绵阳北京首都"
"102081","CA1459","737","北京首都","宜宾",NA,NA,NA,NA,"7","北京首都宜宾"
"102091","CA1460","737","宜宾","北京首都",NA,NA,NA,NA,"7","宜宾北京首都"
"102141","CA1591","737","北京首都","盐城",NA,NA,NA,NA,"7","北京首都盐城"
"102151","CA1637","737","北京首都","通化",NA,NA,NA,"待航线走向批复后执行","4","北京首都通化"
"102161","CA1638","737","通化","北京首都",NA,NA,NA,"待航线走向批复后执行","4","通化北京首都"
"102171","CA1825","737","北京首都","常州",NA,NA,NA,NA,"7","北京首都常州"
"102181","CA1826","737","常州","北京首都",NA,NA,NA,NA,"7","常州北京首都"
"102191","CA1848","737","南京","北京首都",NA,NA,NA,NA,"7","南京北京首都"
"102201","CA1867","737","北京首都","阜阳",NA,NA,NA,NA,"1","北京首都阜阳"
"102211","CA1868","737","阜阳","北京首都",NA,NA,NA,NA,"1","阜阳北京首都"
"102221","CA4137","737","重庆","北京首都",NA,NA,NA,"与ZH4137代码共享","7","重庆北京首都"
"102231","CA4138","737","北京首都","重庆",NA,NA,NA,"与ZH4138代码共享","7","北京首都重庆"
"102241","CA4169","737","重庆","北京首都",NA,NA,NA,NA,"3","重庆北京首都"
"102251","CA4170","737","北京首都","重庆",NA,NA,NA,NA,"3","北京首都重庆"
"102261","CA4319","737","重庆","广州",NA,NA,NA,"与ZH4319 SC4319代码共享","7","重庆广州"
"102271","CA4320","737","广州","重庆",NA,NA,NA,"与ZH4320代码共享","7","广州重庆"
"102281","CA4335","737","万县","广州",NA,NA,NA,NA,"7","万县广州"
"102291","CA4336","737","广州","万县",NA,NA,NA,NA,"7","广州万县"
"102301","CA4340","737","广州","泸州",NA,NA,NA,"与ZH4340 SC4340代码共享","7","广州泸州"
"102311","CA4341","737","重庆","广州",NA,NA,NA,"与ZH4341 SC4341代码共享","7","重庆广州"
"102321","CA4342","737","广州","重庆",NA,NA,NA,"与ZH4342代码共享","7","广州重庆"
"102331","CA4351","737","泸州","广州",NA,NA,NA,NA,"3","泸州广州"
"102341","CA4351","737","泸州","广州",NA,NA,NA,NA,"4","泸州广州"
"102351","CA4352","737","广州","泸州",NA,NA,NA,NA,"7","广州泸州"
"102361","CA4355","737","达州","广州",NA,NA,NA,NA,"7","达州广州"
"102371","CA4356","737","广州","达州",NA,NA,NA,NA,"7","广州达州"
"102381","CA4543","737","重庆","上海虹桥",NA,NA,NA,NA,"7","重庆上海虹桥"
"102391","CA4544","737","上海虹桥","重庆",NA,NA,NA,NA,"7","上海虹桥重庆"
"102401","CA4556","737","上海浦东","重庆",NA,NA,NA,NA,"4","上海浦东重庆"
"102411","CA4556","737","上海浦东","重庆",NA,NA,NA,NA,"3","上海浦东重庆"
"102421","CA4585","737","广州","温州",NA,NA,NA,NA,"7","广州温州"
"102431","CA4586","737","温州","广州",NA,NA,NA,"待航线走向批复后执行","7","温州广州"
"102561","HU7009","737","海口","广州",NA,NA,NA,"或738执行","3","海口广州"
"102591","HU7222","737","温州","广州",NA,NA,NA,"或738执行","7","温州广州"
"102601","HU7297","737","广州","六盘水",NA,NA,NA,"或738执行","3","广州六盘水"
"102611","HU7298","737","六盘水","广州",NA,NA,NA,"或738执行","3","六盘水广州"
"102621","HU7319","737","海口","上海浦东",NA,NA,NA,"或738执行","7","海口上海浦东"
"102631","HU7320","737","上海浦东","海口",NA,NA,NA,"或738执行","7","上海浦东海口"
"102661","HU7885","737","广州","兰州",NA,NA,NA,"或738执行","4","广州兰州"
"102671","HU7886","737","兰州","广州",NA,NA,NA,"或738执行","4","兰州广州"
"102681","KN2201","737","北京南苑","乌鲁木齐",NA,NA,NA,"待航线走向批复后执行","7","北京南苑乌鲁木齐"
"102691","KN2202","737","乌鲁木齐","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","乌鲁木齐北京南苑"
"102701","KN5201","737","北京南苑","兴义",NA,NA,NA,"待航线走向批复后执行","7","北京南苑兴义"
"102711","KN5202","737","兴义","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","兴义北京南苑"
"102721","KN5207","737","北京南苑","昆明",NA,NA,NA,"待航线走向批复后执行","7","北京南苑昆明"
"102731","KN5208","737","昆明","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","昆明北京南苑"
"102741","KN5215","737","北京南苑","成都",NA,NA,NA,"待航线走向批复后执行","4","北京南苑成都"
"102751","KN5215","737","北京南苑","成都",NA,NA,NA,"待航线走向批复后执行","3","北京南苑成都"
"102761","KN5216","737","成都","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","成都北京南苑"
"102771","KN5218","737","成都","北京南苑",NA,NA,NA,"待航线走向批复后执行与","7","成都北京南苑"
"102781","KN5229","737","北京南苑","毕节",NA,NA,NA,"待航线走向批复后执行","7","北京南苑毕节"
"102791","KN5230","737","毕节","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","毕节北京南苑"
"102801","KN5515","737","北京南苑","大连",NA,NA,NA,"待航线走向批复后执行","7","北京南苑大连"
"102811","KN5516","737","大连","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","大连北京南苑"
"102821","KN5519","737","北京南苑","伊春",NA,NA,NA,"待航线走向批复后执行","7","北京南苑伊春"
"102831","KN5520","737","伊春","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","伊春北京南苑"
"102861","KN5665","737","北京南苑","榆林",NA,NA,NA,"待航线走向批复后执行","7","北京南苑榆林"
"102871","KN5668","737","榆林","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","榆林北京南苑"
"102881","KN5702","737","衡阳","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","衡阳北京南苑"
"102891","KN5819","737","北京南苑","广州",NA,NA,NA,"待航线走向批复后执行与MU3703代号共享 执行日期0329-1024执行","7","北京南苑广州"
"102901","KN5820","737","广州","北京南苑",NA,NA,NA,"待航线走向批复后执行与MU3704代号共享 执行日期0329-1024执行","7","广州北京南苑"
"102911","KN5821","737","北京南苑","广州",NA,NA,NA,"待航线走向批复后执行与MU3741代号共享 执行日期0329-1024执行","7","北京南苑广州"
"102921","KN5835","737","北京南苑","南阳",NA,NA,NA,"待航线走向批复后执行与MU3767代号共享 执行日期0329-1024执行","7","北京南苑南阳"
"102931","KN5836","737","南阳","北京南苑",NA,NA,NA,"待航线走向批复后执行与MU3768代号共享 执行日期0329-1024执行","7","南阳北京南苑"
"102941","KN5837","737","北京南苑","南阳",NA,NA,NA,"待航线走向批复后执行","7","北京南苑南阳"
"102951","KN5838","737","南阳","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","南阳北京南苑"
"102961","KN5901","737","北京南苑","池州",NA,NA,NA,"待航线走向批复后执行","7","北京南苑池州"
"102971","KN5902","737","池州","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","池州北京南苑"
"102981","KN5905","737","北京南苑","连云港",NA,NA,NA,"待航线走向批复后执行","7","北京南苑连云港"
"102991","KN5906","737","连云港","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","连云港北京南苑"
"103001","KN5957","737","北京南苑","福州",NA,NA,NA,"待航线走向批复后执行","3","北京南苑福州"
"103011","KN5958","737","福州","北京南苑",NA,NA,NA,"待航线走向批复后执行","3","福州北京南苑"
"103021","KN5978","737","上海浦东","北京南苑",NA,NA,NA,"待航线走向批复后执行与","7","上海浦东北京南苑"
"103031","KN5987","737","北京南苑","上海浦东",NA,NA,NA,"待航线走向批复后执行","7","北京南苑上海浦东"
"103041","KN5988","737","上海浦东","北京南苑",NA,NA,NA,"待航线走向批复后执行","7","上海浦东北京南苑"
"103121","ZH9649","737","重庆","广州",NA,NA,NA,NA,"2","重庆广州"
"103201","AQ1025","738","广州","海口",NA,NA,NA,NA,"7","广州海口"
"103211","AQ1026","738","海口","广州",NA,NA,NA,NA,"7","海口广州"
"103251","AQ1051","738","广州","乌鲁木齐",NA,NA,NA,"执行日期0327-0731执行","1","广州乌鲁木齐"
"103261","AQ1051","738","广州","乌鲁木齐",NA,NA,NA,"执行日期0327-0731执行","3","广州乌鲁木齐"
"103291","AQ1052","738","乌鲁木齐","广州",NA,NA,NA,"执行日期0327-0731执行","4","乌鲁木齐广州"
"103301","AQ1055","738","广州","天津",NA,NA,NA,NA,"3","广州天津"
"103311","AQ1055","738","广州","天津",NA,NA,NA,NA,"1","广州天津"
"103321","AQ1055","738","广州","天津",NA,NA,NA,NA,"3","广州天津"
"103331","AQ1056","738","天津","广州",NA,NA,NA,NA,"1","天津广州"
"103341","AQ1056","738","天津","广州",NA,NA,NA,NA,"2","天津广州"
"103351","AQ1056","738","天津","广州",NA,NA,NA,NA,"1","天津广州"
"103361","AQ1056","738","天津","广州",NA,NA,NA,NA,"1","天津广州"
"103371","AQ1056","738","天津","广州",NA,NA,NA,NA,"1","天津广州"
"103381","AQ1056","738","天津","广州",NA,NA,NA,NA,"1","天津广州"
"103411","CA1201","738","北京首都","西安",NA,NA,NA,NA,"7","北京首都西安"
"103421","CA1202","738","西安","北京首都",NA,NA,NA,NA,"7","西安北京首都"
"103431","CA1203","738","北京首都","西安",NA,NA,NA,NA,"7","北京首都西安"
"103441","CA1204","738","西安","北京首都",NA,NA,NA,NA,"7","西安北京首都"
"103451","CA1217","738","北京首都","银川",NA,NA,NA,NA,"1","北京首都银川"
"103461","CA1217","738","北京首都","银川",NA,NA,NA,NA,"6","北京首都银川"
"103471","CA1218","738","银川","北京首都",NA,NA,NA,NA,"7","银川北京首都"
"103481","CA1219","738","北京首都","银川",NA,NA,NA,NA,"7","北京首都银川"
"103491","CA1220","738","银川","北京首都",NA,NA,NA,NA,"7","银川北京首都"
"103501","CA1223","738","北京首都","西安",NA,NA,NA,NA,"7","北京首都西安"
"103511","CA1224","738","西安","北京首都",NA,NA,NA,NA,"7","西安北京首都"
"103531","CA1226","738","桂林","北京首都",NA,NA,NA,NA,"7","桂林北京首都"
"103541","CA1227","738","北京首都","银川",NA,NA,NA,NA,"3","北京首都银川"
"103551","CA1227","738","北京首都","银川",NA,NA,NA,NA,"4","北京首都银川"
"103561","CA1228","738","银川","北京首都",NA,NA,NA,NA,"1","银川北京首都"
"103571","CA1228","738","银川","北京首都",NA,NA,NA,NA,"3","银川北京首都"
"103581","CA1228","738","银川","北京首都",NA,NA,NA,NA,"3","银川北京首都"
"103601","CA1231","738","北京首都","西安",NA,NA,NA,NA,"7","北京首都西安"
"103611","CA1232","738","西安","北京首都",NA,NA,NA,NA,"7","西安北京首都"
"103661","CA1235","738","北京首都","西安",NA,NA,NA,NA,"7","北京首都西安"
"103671","CA1236","738","西安","北京首都",NA,NA,NA,NA,"7","西安北京首都"
"103681","CA1240","738","兰州","北京首都",NA,NA,NA,NA,"7","兰州北京首都"
"103691","CA1253","738","北京首都","桂林",NA,NA,NA,NA,"7","北京首都桂林"
"103701","CA1254","738","桂林","北京首都",NA,NA,NA,NA,"7","桂林北京首都"
"103711","CA1255","738","北京首都","合肥",NA,NA,NA,NA,"7","北京首都合肥"
"103721","CA1256","738","合肥","北京首都",NA,NA,NA,NA,"7","合肥北京首都"
"103731","CA1261","738","北京首都","西宁",NA,NA,NA,NA,"7","北京首都西宁"
"103741","CA1262","738","西宁","北京首都",NA,NA,NA,NA,"3","西宁北京首都"
"103751","CA1262","738","西宁","北京首都",NA,NA,NA,NA,"4","西宁北京首都"
"103781","CA1269","738","北京首都","哈密",NA,NA,NA,"待航线走向批复后执行","4","北京首都哈密"
"103791","CA1270","738","哈密","北京首都",NA,NA,NA,"待航线走向批复后执行","4","哈密北京首都"
"103801","CA1271","738","北京首都","兰州",NA,NA,NA,NA,"7","北京首都兰州"
"103811","CA1272","738","兰州","北京首都",NA,NA,NA,NA,"7","兰州北京首都"
"103821","CA1273","738","北京首都","兰州",NA,NA,NA,NA,"4","北京首都兰州"
"103831","CA1274","738","兰州","北京首都",NA,NA,NA,NA,"4","兰州北京首都"
"103851","CA1277","738","北京首都","兰州",NA,NA,NA,NA,"7","北京首都兰州"
"103861","CA1278","738","兰州","北京首都",NA,NA,NA,NA,"7","兰州北京首都"
"103871","CA1287","738","北京首都","敦煌",NA,NA,NA,NA,"3","北京首都敦煌"
"103881","CA1287","738","北京首都","敦煌",NA,NA,NA,NA,"4","北京首都敦煌"
"103891","CA1288","738","敦煌","北京首都",NA,NA,NA,NA,"5","敦煌北京首都"
"103901","CA1288","738","敦煌","北京首都",NA,NA,NA,NA,"2","敦煌北京首都"
"103951","CA1295","738","北京首都","乌鲁木齐",NA,NA,NA,NA,"2","北京首都乌鲁木齐"
"103961","CA1295","738","北京首都","乌鲁木齐",NA,NA,NA,NA,"5","北京首都乌鲁木齐"
"103971","CA1296","738","乌鲁木齐","北京首都",NA,NA,NA,NA,"7","乌鲁木齐北京首都"
"103981","CA1297","738","北京首都","兰州",NA,NA,NA,NA,"6","北京首都兰州"
"103991","CA1298","738","兰州","北京首都",NA,NA,NA,NA,"6","兰州北京首都"
"104021","CA1317","738","天津","广州",NA,NA,NA,"或73G执行;与ZH1317代码共享","7","天津广州"
"104031","CA1318","738","广州","天津",NA,NA,NA,"或73G执行;与ZH1318代码共享","7","广州天津"
"104041","CA1323","738","北京首都","珠海",NA,NA,NA,NA,"7","北京首都珠海"
"104051","CA1324","738","珠海","北京首都",NA,NA,NA,NA,"7","珠海北京首都"
"104061","CA1325","738","北京首都","郑州",NA,NA,NA,NA,"7","北京首都郑州"
"104071","CA1326","738","郑州","北京首都",NA,NA,NA,NA,"6","郑州北京首都"
"104081","CA1326","738","郑州","北京首都",NA,NA,NA,NA,"1","郑州北京首都"
"104091","CA1331","738","北京首都","郑州",NA,NA,NA,NA,"7","北京首都郑州"
"104101","CA1332","738","郑州","北京首都",NA,NA,NA,NA,"7","郑州北京首都"
"104111","CA1335","738","北京首都","南宁",NA,NA,NA,NA,"7","北京首都南宁"
"104121","CA1336","738","南宁","北京首都",NA,NA,NA,NA,"3","南宁北京首都"
"104131","CA1336","738","南宁","北京首都",NA,NA,NA,NA,"4","南宁北京首都"
"104141","CA1347","738","北京首都","揭阳",NA,NA,NA,NA,"7","北京首都揭阳"
"104151","CA1348","738","揭阳","北京首都",NA,NA,NA,NA,"7","揭阳北京首都"
"104161","CA1349","738","北京首都","长沙",NA,NA,NA,NA,"7","北京首都长沙"
"104171","CA1353","738","北京首都","三亚",NA,NA,NA,NA,"7","北京首都三亚"
"104181","CA1354","738","三亚","北京首都",NA,NA,NA,NA,"7","三亚北京首都"
"104191","CA1359","738","北京首都","张家界",NA,NA,NA,NA,"7","北京首都张家界"
"104201","CA1360","738","张家界","北京首都",NA,NA,NA,NA,"7","张家界北京首都"
"104211","CA1387","738","天津","广州",NA,NA,NA,"或73G执行;与ZH1387 SC1387代码共享","7","天津广州"
"104221","CA1388","738","广州","天津",NA,NA,NA,"或73G执行;与ZH1388 SC1388代码共享","7","广州天津"
"104231","CA1395","738","天津","广州",NA,NA,NA,"或73G执行","7","天津广州"
"104241","CA1396","738","广州","天津",NA,NA,NA,"或73G执行;与ZH1396 SC1396代码共享","7","广州天津"
