date,op,cp
2017-10-13,3912.98,3921
2017-10-16,3926.28,3913.45
2017-10-17,3910.79,3913.07
2017-10-18,3914.82,3944.16
2017-10-19,3940.58,3931.25
2017-10-20,3918.53,3926.85
2017-10-23,3930.89,3930.8
2017-10-24,3926.23,3959.4
2017-10-25,3958.17,3976.95
2017-10-26,3980.05,3993.58
2017-10-27,3992.55,4021.97
2017-10-30,4022.16,4009.72
2017-10-31,3995.39,4006.72
2017-11-01,4007.91,3996.62
2017-11-02,3994.09,3997.13
2017-11-03,3992.35,3992.7
2017-11-06,3989.18,4020.89
2017-11-07,4022.4,4054.25
2017-11-08,4051.49,4048.01
2017-11-09,4043.07,4075.9
2017-11-10,4070.28,4111.91
2017-11-13,4115.55,4128.07
2017-11-14,4129.27,4099.35
2017-11-15,4084.21,4073.67
2017-11-16,4063.49,4105.01
2017-11-17,4094.08,4120.85
2017-11-20,4093.73,4143.83
2017-11-21,4131.85,4217.7
2017-11-22,4228.37,4227.57
2017-11-23,4213.38,4102.4
2017-11-24,4089.47,4104.2
2017-11-27,4088.93,4049.95
2017-11-28,4034.21,4055.82
2017-11-29,4061.35,4053.75
2017-11-30,4034.01,4006.1
2017-12-01,4003.56,3998.14
