"","city1_2","flag","flight_num","plane_num","plane_no_num"
"3669","深圳南京",11892,"ZH9877/8","738",2
"3670","石家庄三亚",11894,"CZ6271/2","320",2
"3671","三亚石家庄",11894,"JD5531/2","319",2
"3672","石家庄三亚",11894,"NS3205/6","738",2
"3673","石家庄三亚",11894,"NS3207/8","320",2
"3674","深圳徐州",11913,"HU7709","738",1
"3675","徐州深圳",11913,"HU7710","738",1
"3676","兰州乌鲁木齐",11957,"8L9923","73G",2
"3677","乌鲁木齐兰州",11957,"8L9924","73G",2
"3678","兰州乌鲁木齐",11957,"CZ6491/2","319",2
"3679","乌鲁木齐兰州",11957,"CZ6951/2","73G",2
"3680","乌鲁木齐兰州",11957,"HU7743","738",1
"3681","兰州乌鲁木齐",11957,"HU7744","738",1
"3682","兰州乌鲁木齐",11957,"HU7744/3","738",2
"3683","乌鲁木齐兰州",11957,"HU7791/2","738",2
"3684","兰州乌鲁木齐",11957,"JD5203/4","319",6
"3685","兰州乌鲁木齐",11957,"MU2079","73G",3
"3686","乌鲁木齐兰州",11957,"MU2080","73G",1
"3687","兰州乌鲁木齐",11957,"MU2479","733",1
"3688","兰州乌鲁木齐",11957,"MU2479","738",1
"3689","乌鲁木齐兰州",11957,"MU2480","738",2
"3690","兰州乌鲁木齐",11957,"SC4927","738",2
"3691","乌鲁木齐兰州",11957,"SC4928","738",1
"3692","大连太原",11987,"CZ6539/40","319",6
"3693","大连太原",11987,"CZ6579/80","321",6
"3694","太原大连",11987,"CZ6977/8","319",6
"3695","太原大连",11987,"HU7063","738",1
"3696","大连太原",11987,"HU7064","738",1
"3697","天津阜阳",12011,"GS6617/8","E90",4
"3698","运城海口",12125,"MU5205/6","73G",2
"3699","南宁厦门",12170,"KY8005/6","737",4
"3700","南宁厦门",12170,"KY8005/6","73G",2
"3701","厦门南宁",12170,"MF8375/6","738",2
"3702","厦门南宁",12170,"SC4913/4","738",4
"3703","南宁厦门",12170,"ZH9515","733",1
"3704","厦门南宁",12170,"ZH9516","733",1
"3705","珠海成都",12193,"CA4391/2","319",2
"3706","珠海成都",12193,"CZ3767/8","73G",2
"3707","天津深圳",12208,"CA1319/20","73G",2
"3708","天津深圳",12208,"CA1371/2","738",6
"3709","天津深圳",12208,"CZ3721/2","319",4
"3710","天津深圳",12208,"HU7203","738",1
"3711","深圳天津",12208,"HU7204","734",1
"3712","天津深圳",12208,"MF8379/80","738",2
"3713","深圳天津",12208,"ZH9729","320",1
"3714","天津深圳",12208,"ZH9730","320",1
"3715","天津深圳",12208,"ZH9783/4","320",2
"3716","深圳天津",12208,"ZH9935","738",1
"3717","天津深圳",12208,"ZH9936","738",1
"3718","泉州广州",12210,"MF8321/2","73G",4
"3719","泉州广州",12210,"MF8381","73G",1
"3720","广州泉州",12210,"MF8382","73G",1
"3721","泉州广州",12210,"MF8385/6","73G",2
"3722","泉州广州",12210,"ZH9547/8","320",4
"3723","广州泉州",12210,"ZH9659","320",1
"3724","泉州广州",12210,"ZH9660","320",1
"3725","石家庄温州",12211,"NS3205/6","738",2
"3726","成都柳州",12214,"EU2201/2","319",4
"3727","三亚温州",12226,"3U8825/6","320",2
"3728","温州三亚",12226,"NS3205/6","738",2
"3729","温州三亚",12226,"ZH9491/2","320",2
"3730","深圳成都",12233,"3U8701/2","319",2
"3731","深圳成都",12233,"3U8703/4","319",2
"3732","深圳成都",12233,"3U8705/6","321",2
"3733","深圳成都",12233,"CA4311/2","321",2
"3734","深圳成都",12233,"CA4313/4","319",2
"3735","深圳成都",12233,"CA4329/30","733",2
"3736","深圳成都",12233,"CA4337/8","757",2
"3737","深圳成都",12233,"CA4389/90","319",2
"3738","深圳成都",12233,"CZ3433/4","319",2
"3739","深圳成都",12233,"CZ3453/4","321",4
"3740","深圳成都",12233,"CZ3457/8","320",4
"3741","成都深圳",12233,"EU2201/2","319",4
"3742","深圳成都",12233,"EU2217/8","319",4
"3743","深圳成都",12233,"HU7327","738",1
"3744","成都深圳",12233,"HU7328","738",1
"3745","深圳成都",12233,"HU7751","738",1
"3746","成都深圳",12233,"HU7752","738",1
"3747","深圳成都",12233,"ZH9823","739",2
"3748","成都深圳",12233,"ZH9824","739",1
"3749","深圳成都",12233,"ZH9923/4","320",2
"3750","深圳成都",12233,"ZH9973/4","320",2
"3751","黎平贵阳",12341,"G52605/6","CR2",4
"3752","黎平贵阳",12341,"GS6471/2","ERJ",2
"3753","西安厦门",12342,"HU7851","738",1
"3754","厦门西安",12342,"HU7852","738",1
"3755","西安厦门",12342,"JD5287/8","319",4
"3756","厦门西安",12342,"MF8207/8","752",2
"3757","厦门西安",12342,"MF8217/8","752",4
"3758","厦门西安",12342,"MF8233/4","73G",4
"3759","西安厦门",12342,"MU2281","320",1
"3760","厦门西安",12342,"MU2282","320",1
"3761","厦门西安",12342,"SC4781/2","733",2
"3762","厦门西安",12342,"SC4807/8","738",2
"3763","乌鲁木齐深圳",12345,"CZ6889/90","73G",2
"3764","乌鲁木齐深圳",12345,"HU7743","738",1
"3765","深圳乌鲁木齐",12345,"HU7744","738",1
"3766","深圳乌鲁木齐",12345,"HU7744/3","738",2
"3767","乌鲁木齐深圳",12345,"ZH9843/4","738",2
"3768","厦门三亚",12349,"MF8309/10","738",2
"3769","厦门三亚",12349,"SC4793","733",1
"3770","三亚厦门",12349,"SC4794","733",3
"3771","无锡长沙",12354,"MU2965","320",2
"3772","无锡长沙",12354,"MU2965/6","320",2
"3773","长沙无锡",12354,"MU2966","320",1
"3774","重庆迪庆",12399,"OQ2329/30","319",2
"3775","赤峰大连",12424,"GS7469/70","ERJ",2
"3776","昆明天津",12452,"8L9975/6","73G",2
"3777","天津昆明",12452,"BK2811/2","735",4
"3778","天津昆明",12452,"BK2847/8","735",4
"3779","天津昆明",12452,"BK2879/80","738",2
"3780","天津昆明",12452,"CA1401/2","738",2
"3781","天津昆明",12452,"CA1467/8","73G",6
"3782","天津昆明",12452,"FM9287/8","738",2
"3783","昆明天津",12452,"KY8023/4","737",2
"3784","南昌太原",12495,"CZ6297/8","733",6
"3785","太原南昌",12495,"GS6497/8","ERJ",4
"3786","昆明长沙",12519,"8L9973","73G",2
"3787","长沙昆明",12519,"8L9974","73G",2
"3788","昆明长沙",12519,"8L9979","73G",1
"3789","长沙昆明",12519,"8L9980","73G",2
"3790","长沙昆明",12519,"BK2811/2","735",4
"3791","长沙昆明",12519,"CA1467/8","73G",6
"3792","长沙昆明",12519,"CZ3467/8","320",2
"3793","长沙昆明",12519,"CZ3867/8","733",2
"3794","长沙昆明",12519,"MU2705","320",1
"3795","昆明长沙",12519,"MU2706","320",1
"3796","长沙昆明",12519,"MU2715","320",1
"3797","昆明长沙",12519,"MU2716","320",1
"3798","长沙昆明",12519,"MU2725","320",1
"3799","昆明长沙",12519,"MU2726","320",1
"3800","长沙昆明",12519,"MU5437","320",2
"3801","昆明长沙",12519,"MU5438","320",2
"3802","昆明长沙",12519,"MU5749","73G",4
"3803","长沙昆明",12519,"MU5750","73G",4
"3804","长沙昆明",12519,"MU5751/2","73G",2
"3805","昆明长沙",12519,"MU5835/6","737",2
"3806","天津贵阳",12521,"BK2871","738",1
"3807","贵阳天津",12521,"BK2872","738",1
"3808","天津贵阳",12521,"GS6609/10","E90",4
"3809","天津贵阳",12521,"GS7465","E90",2
"3810","贵阳天津",12521,"GS7466","E90",1
"3811","武汉呼和浩特",12606,"CA8219","321",1
"3812","呼和浩特武汉",12606,"CA8220","321",1
"3813","武汉呼和浩特",12606,"CA8239/40","738",2
"3814","武汉呼和浩特",12606,"CZ6597/8","738",2
"3815","呼和浩特武汉",12606,"JD5311/2","319",2
"3816","武汉呼和浩特",12606,"ZH9853","738",2
"3817","呼和浩特武汉",12606,"ZH9854","738",1
"3818","厦门烟台",12619,"SC4885/6","737",8
"3819","厦门烟台",12619,"SC4885/6","738",2
"3820","无锡武汉",12633,"ZH9569","738",1
"3821","武汉无锡",12633,"ZH9570","738",1
"3822","南通天津",12748,"ZH9729","320",1
"3823","天津南通",12748,"ZH9730","320",1
"3824","成都井冈山",12749,"EU2735","319",1
"3825","井冈山成都",12749,"EU2736","319",1
"3826","南京运城",12761,"MU2741","ERJ",1
"3827","运城南京",12761,"MU2742","ERJ",1
"3828","成都赣州",12772,"3U8937/8","319",4
"3829","昆明福州",12830,"8L9973","73G",2
"3830","福州昆明",12830,"8L9974","73G",2
"3831","昆明福州",12830,"8L9979","73G",1
"3832","福州昆明",12830,"8L9980","73G",2
"3833","昆明福州",12830,"MF8437/8","738",2
"3834","南宁赣州",12831,"GS6529/30","erj",2
"3835","天津三亚",12895,"BK2831/2","738",4
"3836","三亚天津",12895,"BK2832","738",1
"3837","天津三亚",12895,"BK2835/6","738",4
"3838","天津三亚",12895,"CA1389/90","738",4
"3839","天津三亚",12895,"JD5195/6","319",2
"3840","天津三亚",12895,"MF8311/2","738",2
"3841","黄山重庆",12930,"FM9267/8","73G",2
"3842","长春包头",12951,"CZ6459/60","319",4
"3843","丽江杭州",12974,"JD5297/8","319",2
"3844","重庆温州",13033,"3U8935/6","320",2
"3845","重庆温州",13033,"CA1953/4","319",2
"3846","重庆温州",13033,"OQ2311/2","320",2
"3847","重庆温州",13033,"PN6515/6","319",2
"3848","宁波南宁",13061,"GS6503/4","EMB",4
"3849","珠海宁波",13096,"EU6823/4","319",2
"3850","重庆义乌",13102,"KY8027/8","737",4
"3851","深圳南充",13120,"CZ6969/70","320",8
"3852","兰州贵阳",13123,"3U8673/4","320",2
"3853","张家界青岛",13141,"CZ3983","320",2
"3854","温州成都",13169,"3U8931/2","319",2
"3855","温州成都",13169,"CA4509/10","733",4
"3856","成都温州",13169,"CA4577/8","752",2
"3857","温州成都",13169,"EU2767/8","319",4
"3858","成都温州",13169,"MU5493/4","73G",2
"3859","西安桂林",13187,"CA1225","738",1
"3860","西安桂林",13187,"CZ6375/6","738",2
"3861","西安桂林",13187,"HU7829","738",1
"3862","桂林西安",13187,"HU7830","738",1
"3863","西安桂林",13187,"JD5123/4","319",2
"3864","西安桂林",13187,"MU2307/8","320",2
"3865","西安桂林",13187,"MU2315","320",1
"3866","桂林西安",13187,"MU2316","320",1
"3867","西安桂林",13187,"MU2329","320",1
"3868","桂林西安",13187,"MU2330","320",1
"3869","榆林昆明",13190,"BK2879/80","738",2
"3870","青岛呼和浩特",13268,"SC4605/6","737",2
"3871","青岛呼和浩特",13268,"SC4605/6","738",2
"3872","青岛呼和浩特",13268,"SC4717/8","CR2",2
"3873","拉萨成都",13283,"3U8507/8","319",2
"3874","拉萨成都",13283,"3U86507/8","319",2
"3875","拉萨成都",13283,"3U8657/8","319",2
"3876","拉萨成都",13283,"3U8695/6","319",4
"3877","拉萨成都",13283,"3U8697/8","319",2
"3878","拉萨成都",13283,"3U8901/2","319",2
"3879","拉萨成都",13283,"CA4111/2","752",4
"3880","拉萨成都",13283,"CA4401/2","330",2
"3881","拉萨成都",13283,"CA4403/4","319",4
"3882","成都拉萨",13283,"CA4405","319",1
"3883","拉萨成都",13283,"CA4406","319",1
"3884","成都拉萨",13283,"CA4409","319",1
"3885","拉萨成都",13283,"CA4410","319",1
"3886","成都拉萨",13283,"CA4417/8","319",4
"3887","拉萨成都",13283,"CA4441/2","330",2
"3888","拉萨成都",13283,"CA4445/6","319",2
"3889","拉萨成都",13283,"CA4445/6","330",2
"3890","拉萨成都",13283,"MU5473/4","737",2
"3891","拉萨成都",13283,"TV9803/4","319",4
"3892","成都拉萨",13283,"TV9807/8","319",4
"3893","拉萨成都",13283,"TV9809/10","319",2
"3894","林芝成都",13286,"CA4251/2","319",2
"3895","林芝成都",13286,"CA4251/6","319",2
"3896","林芝成都",13286,"CA4253/4","319",2
"3897","林芝成都",13286,"CA4431/2","319",2
"3898","日喀则成都",13304,"CA4421/2","319",2
"3899","南京西宁",13370,"MU2795","320",3
"3900","西宁南京",13370,"MU2795/6","320",2
"3901","西宁南京",13370,"MU2796","320",3
"3902","南京西宁",13370,"ZH9297","738",3
"3903","西宁南京",13370,"ZH9298","738",1
"3904","呼和浩特烟台",13490,"GS7467/8","ERJ",4
"3905","成都哈尔滨",13494,"3U8843/4","320",2
"3906","成都哈尔滨",13494,"3U8877/8","319",2
"3907","哈尔滨成都",13494,"CA4177/8","319",2
"3908","哈尔滨成都",13494,"CZ6255/6","320",2
"3909","成都哈尔滨",13494,"MU2295/6","737",2
"3910","厦门连云港",13514,"MU2673","ERJ",1
"3911","连云港厦门",13514,"MU2674","ERJ",1
"3912","大连伊春",13586,"MU5667/8","320",2
"3913","昆明青岛",13648,"8L9959","73G",1
"3914","青岛昆明",13648,"8L9960","73G",1
"3915","昆明青岛",13648,"KY8025","73G",2
"3916","青岛昆明",13648,"KY8026","73G",2
"3917","青岛昆明",13648,"MU2407/8","320",4
"3918","青岛昆明",13648,"MU5437","320",2
"3919","昆明青岛",13648,"MU5438","320",2
"3920","青岛昆明",13648,"SC4691/2","733",2
"3921","青岛昆明",13648,"SC4691/2","738",2
"3922","青岛昆明",13648,"SC4695","733",1
"3923","昆明青岛",13648,"SC4696","733",1
"3924","福州哈尔滨",13658,"MF8055/6","73G",2
"3925","鄂尔多斯沈阳",13705,"HU7321","738",1
"3926","沈阳鄂尔多斯",13705,"HU7322","738",1
"3927","呼和浩特哈尔滨",13739,"GS6485/6","ERJ",4
"3928","沈阳南昌",14192,"CZ6581/2","319",2
"3929","昆明沈阳",14237,"8L9921/2","73G",2
"3930","沈阳昆明",14237,"CZ6403/4","321",4
"3931","沈阳昆明",14237,"CZ6415/6","319",2
"3932","昆明沈阳",14237,"MU5729/30","73G",2
"3933","深圳温州",14248,"CZ3315/6","320",2
"3934","温州深圳",14248,"CZ3369/70","320",4
"3935","深圳温州",14248,"CZ3833/4","320",4
"3936","温州深圳",14248,"SC4731","CR2",1
"3937","温州深圳",14248,"SC4731/2","733",2
"3938","深圳温州",14248,"SC4732","CR2",1
"3939","温州深圳",14248,"ZH9965/6","738",2
"3940","桂林沈阳",14295,"CZ6361/2","319",2
"3941","烟台深圳",14326,"SC4845/6","733",2
"3942","连云港沈阳",14394,"EU2755/6","319",2
"3943","湛江广州",16855,"CZ3321/2","319",2
"3944","湛江广州",16855,"CZ3323/4","319",2
"3945","湛江广州",16855,"CZ3325/6","ERJ",4
"3946","湛江广州",16855,"CZ3327/8","319",4
"3947","湛江广州",16855,"CZ3329/30","319",2
"3948","湛江广州",16855,"CZ6931/2","ERJ",2
"3949","长春延吉",16857,"CZ3605/6","319",2
"3950","长春延吉",16857,"CZ6641/2","320",2
"3951","长春延吉",16857,"CZ6643/4","319",2
"3952","长春延吉",16857,"CZ6643/4","321",2
"3953","重庆成都",16862,"3U8807/8","ERJ",4
"3954","西昌成都",16873,"3U8533/4","319",2
"3955","西昌成都",16873,"3U8551/2","319",2
"3956","成都西昌",16873,"3U8643","320",1
"3957","西昌成都",16873,"3U8644","320",1
"3958","西昌成都",16873,"3U8671/2","320",4
"3959","西昌成都",16873,"3U8895","319",1
"3960","成都西昌",16873,"3U8896","319",1
"3961","西昌成都",16873,"CA4465/6","319",4
"3962","西昌成都",16873,"CA4467/8","319",2
"3963","西昌成都",16873,"CA4469/70","319",2
"3964","成都西昌",16873,"EU2219","319",1
"3965","西昌成都",16873,"EU2219/20","320",2
"3966","西昌成都",16873,"EU2220","319",1
"3967","佳木斯哈尔滨",16894,"BK2805/6","ma6",2
"3968","牡丹江哈尔滨",16895,"BK2807/8","ma6",2
"3969","乌鲁木齐和田",16898,"CA1293/4","738",2
"3970","乌鲁木齐和田",16898,"CZ6815/6","73G",2
"3971","乌鲁木齐和田",16898,"CZ6817/8","73G",2
"3972","乌鲁木齐和田",16898,"CZ6819/20","73G",2
"3973","乌鲁木齐和田",16898,"FM9217","738",1
"3974","和田乌鲁木齐",16898,"FM9218","738",1
"3975","乌鲁木齐和田",16898,"FM9223/4","738",2
"3976","乌鲁木齐和田",16898,"GS7553/4","E90",2
"3977","乌鲁木齐和田",16898,"MU2331/2","737",2
"3978","西安汉中",16900,"GS7521/2","DON",2
"3979","西安汉中",16900,"JR1511/2","MA6",2
"3980","乌鲁木齐且末",16902,"CZ6697/8","AT7",2
"3981","乌鲁木齐库车",16907,"CZ6867/8","AT7",2
"3982","乌鲁木齐库车",16907,"CZ6869/70","AT7",2
"3983","乌鲁木齐库车",16907,"GS7477/8","ERJ",2
"3984","南昌赣州",16910,"MU3233","ERJ",1
"3985","赣州南昌",16910,"MU3234","ERJ",1
"3986","南昌赣州",16910,"MU3237","ERJ",1
"3987","赣州南昌",16910,"MU3238","ERJ",1
"3988","南昌赣州",16910,"MU5375","320",1
"3989","赣州南昌",16910,"MU5376","320",1
"3990","南宁桂林",16918,"CZ3241/2","73G",2
"3991","南宁桂林",16918,"MU5883/4","CR2",2
"3992","南宁桂林",16918,"VD8337/8","E90",2
"3993","长治大同",17000,"CZ3705/6","319",2
"3994","长治成都",17005,"CA4179/80","319",2
"3995","南京鄂尔多斯",17013,"MU2751/2","320",4
"3996","南京鄂尔多斯",17013,"MU2751/2","EMB",2
"3997","呼和浩特二连浩特",17019,"GS6433/4","ERJ",2
"3998","呼和浩特邯郸",17022,"NS3223/4","ERJ",2
"3999","呼和浩特满洲里",17027,"CA1127","733",1
"4000","满洲里呼和浩特",17027,"CA1127/8","733",2
"4001","满洲里呼和浩特",17027,"CA1128","733",1
"4002","呼和浩特满洲里",17027,"GS6441/2","EMB",2
"4003","呼和浩特满洲里",17027,"GS6485/6","ERJ",4
"4004","南京呼和浩特",17036,"MU2731","320",1
"4005","呼和浩特南京",17036,"MU2732","320",2
"4006","南京呼和浩特",17036,"MU2767/8","ERJ",2
"4007","南京呼和浩特",17036,"MU2777","320",1
"4008","南京呼和浩特",17036,"MU2777/8","320",2
"4009","呼和浩特南京",17036,"MU2778","320",1
"4010","天津榆林",17090,"BK2879/80","738",2
"4011","威海天津",17110,"BK2801/2","738",2
"4012","天津威海",17110,"GS6579","ERJ",3
"4013","威海天津",17110,"GS6580","ERJ",1
"4014","太原无锡",17196,"MU5651/2","737",2
"4015","太原无锡",17196,"MU5651/2","73G",2
"4016","桂林北海",17215,"CZ6935/6","733",2
"4017","北海桂林",17215,"G52647/8","CR2",2
"4018","桂林北海",17215,"MU5885","CR2",1
"4019","北海桂林",17215,"MU5886","CR2",1
"4020","桂林北海",17215,"VD8375/6","E90",2
"4021","杭州北海",17226,"CA1771/2","319",2
"4022","广州百色",17232,"VD8367","E90",2
"4023","百色广州",17232,"VD8368","E90",2
"4024","重庆百色",17236,"G52719","CR2",1
"4025","百色重庆",17236,"G52720","CR2",1
"4026","常德昆明",17243,"9C8829","320",1
"4027","常德昆明",17243,"9C8829/30","320",4
"4028","昆明常德",17243,"9C8830","320",1
"4029","宁波张家界",17268,"MU5241","320",1
"4030","张家界宁波",17268,"MU5242","320",1
"4031","佛山无锡",17285,"KN2931/2","73G",2
"4032","景德镇广州",17323,"ZH9605/6","320",2
"4033","济宁广州",17324,"CZ3519/20","319",4
"4034","广州潍坊",17337,"HU7033","733",1
"4035","广州潍坊",17337,"HU7033","738",1
"4036","潍坊广州",17337,"HU7034","738",1
"4037","广州达州",17350,"CA4355/6","733",2
"4038","广州西昌",17363,"ZH9625","319",1
"4039","西昌广州",17363,"ZH9626","319",3
"4040","长沙呼和浩特",17370,"CA1927/8","738",2
"4041","长沙呼和浩特",17370,"CA1933/4","738",2
"4042","长沙呼和浩特",17370,"CA7501/2","738",2
"4043","长沙呼和浩特",17370,"CA7503/4","73G",2
"4044","长沙呼和浩特",17370,"CZ6603/4","320",2
"4045","长沙呼和浩特",17370,"HU7259","733",1
"4046","长沙呼和浩特",17370,"HU7259/60","733",2
"4047","呼和浩特长沙",17370,"HU7260","733",1
"4048","长沙呼和浩特",17370,"JD5639/40","319",2
"4049","长沙呼和浩特",17370,"MF8185/6","737",2
"4050","长沙呼和浩特",17370,"MF8185/6","73G",4
"4051","柳州长沙",17378,"MU3205","ERJ",1
"4052","长沙柳州",17378,"MU3206","ERJ",1
"4053","长沙南通",17396,"G52769","CR2",1
"4054","南通长沙",17396,"G52770","CR2",1
"4055","长沙南通",17396,"MU5835/6","737",2
"4056","长沙徐州",17400,"HU7035","733",1
"4057","徐州长沙",17400,"HU7036","733",1
"4058","徐州长沙",17400,"HU7036","738",1
"4059","义乌长沙",17404,"CZ3867/8","733",2
"4060","长沙绵阳",17408,"3U8765/6","ERJ",2
"4061","绵阳长沙",17408,"MU2063","ERJ",1
"4062","长沙绵阳",17408,"MU2064","ERJ",1
"4063","长沙绵阳",17408,"MU3413/4","ERJ",2
"4064","石家庄南宁",17448,"NS3241/2","320",2
"4065","湛江深圳",17516,"ZH9905/6","738",2
"4066","襄阳深圳",17521,"ZH9705/6","320",4
"4067","郑州呼和浩特",17573,"3U8819/20","320",2
"4068","郑州呼和浩特",17573,"CZ3675/6","320",2
"4069","郑州呼和浩特",17573,"CZ6571/2","738",2
"4070","郑州南通",17587,"VD8397/8","E90",2
"4071","宜昌武汉",17605,"MU2609/10","ERJ",6
"4072","武汉宜昌",17605,"MU2611","ERJ",1
"4073","宜昌武汉",17605,"MU2612","ERJ",2
"4074","武汉宜昌",17605,"MU2615","ERJ",2
"4075","宜昌武汉",17605,"MU2615/6","ERJ",2
"4076","宜昌武汉",17605,"MU2616","ERJ",2
"4077","宜昌武汉",17605,"MU2623/4","ERJ",6
"4078","武汉宜昌",17605,"MU3195","ERJ",2
"4079","宜昌武汉",17605,"MU3196","ERJ",1
"4080","三亚乌鲁木齐",17640,"3U8759/60","320",4
"4081","乌鲁木齐三亚",17640,"CZ6307/8","321",2
"4082","三亚乌鲁木齐",17640,"JD5203/4","319",6
"4083","固原银川",17654,"JR1519","MA6",1
"4084","银川固原",17654,"JR1520","MA6",1
"4085","桂林银川",17665,"3U8899/900","320",2
"4086","深圳银川",17666,"CZ3225/6","320",8
"4087","深圳银川",17666,"ZH9987","320",1
"4088","银川深圳",17666,"ZH9988","320",1
"4089","绵阳兰州",17735,"3U8693/4","ERJ",2
"4090","西安黄山",17813,"JD5287/8","319",4
"4091","迪庆拉萨",17862,"MU5933/4","737",2
"4092","迪庆拉萨",17862,"MU5939/40","73G",2
"4093","西双版纳昆明",17867,"8L9906/5","73G",2
"4094","西双版纳昆明",17867,"8L9908/7","73G",2
"4095","西双版纳昆明",17867,"8L9910/09","73G",2
"4096","西双版纳昆明",17867,"8L9952/3","319",2
"4097","昆明西双版纳",17867,"CZ3491/2","733",2
"4098","西双版纳昆明",17867,"CZ3493/4","733",4
"4099","昆明西双版纳",17867,"FM9453/4","73G",2
"4100","西双版纳昆明",17867,"KY8013/4","73G",2
"4101","西双版纳昆明",17867,"KY8035/6","73G",2
"4102","西双版纳昆明",17867,"KY8057/8","737",2
"4103","西双版纳昆明",17867,"KY8075/6","737",2
"4104","西双版纳昆明",17867,"KY8089/90","737",2
"4105","昆明西双版纳",17867,"MU2549/50","733",4
"4106","西双版纳昆明",17867,"MU5705/6","73G",2
"4107","西双版纳昆明",17867,"MU5849/50","73G",6
"4108","昆明西双版纳",17867,"MU5901","73G",1
"4109","西双版纳昆明",17867,"MU5902","73G",1
"4110","西双版纳昆明",17867,"MU5905/6","73G",2
"4111","西双版纳昆明",17867,"MU5917/8","73G",2
"4112","西双版纳昆明",17867,"MU5925/6","733",2
"4113","西双版纳昆明",17867,"MU5928","73G",1
"4114","昆明西双版纳",17867,"PN6105/6","319",2
"4115","西双版纳昆明",17867,"PN6517/8","737",2
"4116","厦门丽江",17885,"MF8413/4","738",2
"4117","永州昆明",17909,"CZ3931/2","733",4
"4118","柳州昆明",17914,"MF8257/8","738",4
"4119","文山昆明",17924,"MU5983/4","CR2",4
"4120","文山昆明",17924,"MU5985/6","73G",2
"4121","昆明临沂",17935,"MU5773/4","73G",2
"4122","昆明盐城",17945,"MU5749","73G",4
"4123","盐城昆明",17945,"MU5750","73G",4
"4124","义乌昆明",17946,"CZ3867/8","733",2
"4125","昆明义乌",17946,"KY8027/8","737",4
"4126","昆明义乌",17946,"KY8087/8","737",2
"4127","石家庄福州",18055,"9C8905/6","320",2
"4128","赣州福州",18062,"G52677/8","CR2",2
"4129","连城福州",18067,"MF8175/6","738",2
"4130","贵阳赣州",18085,"G52677/8","CR2",2
"4131","杭州石家庄",18093,"MF8145/6","738",2
"4132","石家庄杭州",18093,"MU2357","73G",1
"4133","杭州石家庄",18093,"MU2358","73G",1
"4134","石家庄杭州",18093,"NS3211/2","320",2
"4135","南阳杭州",18096,"CZ3989/90","ERJ",2
"4136","杭州临沂",18103,"MU2667/8","73G",2
"4137","武汉景德镇",18112,"EU2749/50","319",2
"4138","宁波连云港",18134,"CZ6701/2","319",2
"4139","宁波石家庄",18142,"JD5183/4","319",2
"4140","石家庄宁波",18142,"NS3215/6","ERJ",2
"4141","石家庄宁波",18142,"NS3245/6","320",2
"4142","合肥台州",18165,"VD8329/30","E90",2
"4143","青岛延吉",18313,"FM9197/8","738",2
"4144","深圳泉州",18319,"CZ3833/4","320",4
"4145","深圳泉州",18319,"MF8327/8","73G",2
"4146","深圳泉州",18319,"ZH9703","320",4
"4147","泉州深圳",18319,"ZH9704","320",2
"4148","南京泉州",18325,"BK2857","738",1
"4149","泉州南京",18325,"BK2858","738",1
"4150","泉州南京",18325,"ZH9223/4","738",2
"4151","泉州温州",18331,"CZ3833/4","320",4
"4152","淮安武汉",18341,"MU2919/20","EMB",2
"4153","宁波淮安",18344,"MU2943/4","EMB",2
"4154","武汉威海",18384,"MU3239","ERJ",1
"4155","威海武汉",18384,"MU3240","ERJ",1
"4156","无锡厦门",18402,"MU5651/2","737",2
"4157","无锡厦门",18402,"MU5651/2","73G",2
"4158","无锡厦门",18402,"ZH9515/6","737",2
"4159","温州珠海",18432,"SC4805/6","737",2
"4160","徐州呼和浩特",18461,"FM9297/8","738",4
"4161","重庆呼和浩特",18537,"3U8929/30","319",4
"4162","重庆呼和浩特",18537,"G52729","CR2",1
"4163","呼和浩特重庆",18537,"G52730","CR2",1
"4164","重庆黔江",18568,"3U8641/2","ERJ",2
"4165","重庆黔江",18568,"G52707/8","CR2",2
"4166","达州武汉",18578,"EU2749/50","319",2
"4167","杭州广元",18582,"CA1773/4","319",2
"4168","贵阳宁波",18592,"CZ3785/6","73G",4
"4169","泸州贵阳",18597,"G52621/2","737",4
"4170","铜仁贵阳",18600,"G52603/4","CR2",2
"4171","铜仁贵阳",18600,"GS6459/60","ERJ",2
"4172","铜仁贵阳",18600,"GS6467/8","ERJ",2
"4173","贵阳乌鲁木齐",18604,"CZ3693/4","73G",2
"4174","临沂成都",18629,"3U8815/6","319",2
"4175","成都临沂",18629,"3U8817/8","319",2
"4176","攀枝花成都",18634,"3U8859","319",1
"4177","成都攀枝花",18634,"3U8860","319",1
"4178","攀枝花成都",18634,"CA4461/2","319",2
"4179","宜宾海口",18638,"EU2743/4","319",2
"4180","哈密乌鲁木齐",18648,"CZ6317/8","733",2
"4181","乌鲁木齐哈密",18648,"CZ6689/90","AT7",2
"4182","乌鲁木齐库尔勒",18651,"CZ6671/2","73G",2
"4183","乌鲁木齐库尔勒",18651,"CZ6673/4","73G",2
"4184","乌鲁木齐库尔勒",18651,"CZ6675/6","AT7",4
"4185","乌鲁木齐库尔勒",18651,"CZ6677/8","73G",2
"4186","乌鲁木齐库尔勒",18651,"CZ6679/80","AT7",2
"4187","乌鲁木齐库尔勒",18651,"CZ6697/8","AT7",2
"4188","库尔勒乌鲁木齐",18651,"CZ6925","737",1
"4189","库尔勒乌鲁木齐",18651,"CZ6925/6","73G",2
"4190","乌鲁木齐库尔勒",18651,"CZ6926","737",1
"4191","乌鲁木齐库尔勒",18651,"GS6583/4","ERJ",2
"4192","乌鲁木齐库尔勒",18651,"GS7489/90","E90",4
