"","city1_2","flag","flight_num","plane_num","plane_no_num"
"1069","郑州太原",3161,"JR1531/2","MA6",4
"1070","郑州太原",3161,"VD8335/6","E90",2
"1071","武汉烟台",3170,"MU2523","738",2
"1072","烟台武汉",3170,"MU2524","738",1
"1073","武汉烟台",3170,"MU3201","ERJ",1
"1074","烟台武汉",3170,"MU3202","ERJ",1
"1075","烟台武汉",3170,"SC4823/4","CR2",2
"1076","烟台武汉",3170,"SC4875/6","738",4
"1077","天津郑州",3189,"BK2871","738",1
"1078","郑州天津",3189,"BK2872","738",1
"1079","郑州天津",3189,"CZ6463/4","733",2
"1080","天津郑州",3189,"GS6609/10","E90",4
"1081","天津郑州",3189,"GS6627/8","E90",6
"1082","天津郑州",3189,"MF8311/2","738",2
"1083","郑州天津",3189,"VD8311","E90",1
"1084","天津郑州",3189,"VD8312","E90",1
"1085","南昌广州",3237,"CZ3535/6","319",2
"1086","南昌广州",3237,"CZ3539/40","319",2
"1087","南昌广州",3237,"CZ3545/6","319",2
"1088","南昌广州",3237,"CZ3625/6","319",2
"1089","南昌广州",3237,"HU7395/6","737",2
"1090","南昌广州",3237,"MU5231/2","320",4
"1091","南昌广州",3237,"MU5255/6","320",2
"1092","广州南昌",3237,"ZH9667","320",1
"1093","南昌广州",3237,"ZH9668","320",1
"1094","南昌广州",3237,"ZH9711/2","737",6
"1095","张家界南京",3252,"3U8763/4","319",4
"1096","张家界南京",3252,"CZ3925/6","320",2
"1097","南京张家界",3252,"MU2707","320",5
"1098","张家界南京",3252,"MU2708","320",3
"1099","南京张家界",3252,"MU2717","320",1
"1100","张家界南京",3252,"MU2717/8","320",12
"1101","张家界南京",3252,"MU2718","320",1
"1102","西安西宁",3259,"3U8687/8","319",2
"1103","西安西宁",3259,"CZ3213/4","320",6
"1104","西宁西安",3259,"HU7859","738",1
"1105","西安西宁",3259,"HU7860","738",1
"1106","西安西宁",3259,"HU7884/3","737",2
"1107","西宁西安",3259,"MU2153","320",1
"1108","西安西宁",3259,"MU2162","320",1
"1109","西安西宁",3259,"MU2279","319",1
"1110","西宁西安",3259,"MU2280","319",1
"1111","西安西宁",3259,"MU2313","319",1
"1112","西宁西安",3259,"MU2314","319",1
"1113","西宁西安",3259,"MU2319/20","320",2
"1114","西安西宁",3259,"MU2345","319",1
"1115","西安西宁",3259,"MU2385/6","320",2
"1116","西宁西安",3259,"ZH9107/8","319",2
"1117","西安西宁",3259,"ZH9297","738",3
"1118","西宁西安",3259,"ZH9298","738",1
"1119","西安西宁",3259,"ZH9449","320",1
"1120","西宁西安",3259,"ZH9450","320",1
"1121","西安西宁",3259,"ZH9835/6","319",2
"1122","绵阳广州",3265,"CZ3399/400","319",2
"1123","三亚太原",3291,"CZ6319/20","320",2
"1124","太原三亚",3291,"HU7325","738",1
"1125","三亚太原",3291,"HU7326","738",1
"1126","三亚太原",3291,"JD5501/2","319",2
"1127","太原三亚",3291,"MU2275","73G",1
"1128","三亚太原",3291,"MU2276","73G",2
"1129","深圳景德镇",3293,"ZH9721","738",1
"1130","深圳景德镇",3293,"ZH9721/2","737",2
"1131","深圳景德镇",3293,"ZH9721/2","738",2
"1132","景德镇深圳",3293,"ZH9722","738",1
"1133","郑州乌鲁木齐",3317,"3U8953/4","320",2
"1134","郑州乌鲁木齐",3317,"CZ6317/8","733",2
"1135","郑州乌鲁木齐",3317,"CZ6645/6","738",6
"1136","乌鲁木齐郑州",3317,"CZ6961/2","73G",2
"1137","乌鲁木齐郑州",3317,"CZ6981/2","73G",6
"1138","郑州乌鲁木齐",3317,"HU7693/4","738",2
"1139","乌鲁木齐郑州",3317,"HU7815","738",1
"1140","郑州乌鲁木齐",3317,"HU7816","738",1
"1141","郑州乌鲁木齐",3317,"MF8277/8","737",2
"1142","郑州乌鲁木齐",3317,"MF8277/8","73G",4
"1143","成都济南",3337,"3U8811/2","321",2
"1144","成都济南",3337,"3U8817/8","319",2
"1145","成都济南",3337,"3U8843/4","320",2
"1146","济南成都",3337,"CA4527/8","319",2
"1147","济南成都",3337,"CZ6435/6","319",4
"1148","济南成都",3337,"CZ6441/2","319",2
"1149","成都济南",3337,"EU2727/8","320",2
"1150","济南成都",3337,"MU5449/50","319",6
"1151","济南成都",3337,"SC4743/4","73G",2
"1152","济南成都",3337,"SC4901/2","738",2
"1153","广州南通",3348,"CZ3267","319",1
"1154","南通广州",3348,"CZ3268","319",1
"1155","宁波广州",3356,"CZ3517/8","319",2
"1156","宁波广州",3356,"CZ3775/6","319",2
"1157","宁波广州",3356,"CZ3777/8","319",2
"1158","宁波广州",3356,"CZ3779/80","319",2
"1159","广州宁波",3356,"HU7069","738",1
"1160","宁波广州",3356,"HU7070","738",1
"1161","广州宁波",3356,"HU7169","738",1
"1162","宁波广州",3356,"HU7170","738",1
"1163","广州宁波",3356,"HU7269","738",1
"1164","宁波广州",3356,"HU7270","738",1
"1165","宁波广州",3356,"MU5237/8","320",2
"1166","宁波广州",3356,"MU5239/40","320",4
"1167","合肥成都",3383,"3U8995/8","319",2
"1168","合肥成都",3383,"CA4521/2","321",2
"1169","合肥成都",3383,"MU2349/50","737",2
"1170","合肥成都",3383,"MU5435/6","320",4
"1171","三亚广州",3406,"CZ6731/2","320",2
"1172","三亚广州",3406,"CZ6733/4","320",4
"1173","三亚广州",3406,"CZ6735/6","320",2
"1174","三亚广州",3406,"CZ6737","320",1
"1175","广州三亚",3406,"CZ6738","320",1
"1176","三亚广州",3406,"CZ6741/2","320",2
"1177","三亚广州",3406,"CZ6743/4","320",4
"1178","三亚广州",3406,"CZ6745/6","320",2
"1179","三亚广州",3406,"CZ6747/8","319",2
"1180","三亚广州",3406,"CZ6749/50","319",2
"1181","三亚广州",3406,"FM9349","738",1
"1182","广州三亚",3406,"FM9350","738",1
"1183","三亚广州",3406,"HU7021","738",1
"1184","广州三亚",3406,"HU7022","738",1
"1185","三亚广州",3406,"HU7041","738",1
"1186","广州三亚",3406,"HU7042","738",1
"1187","广州三亚",3406,"JD5167","319",1
"1188","三亚广州",3406,"JD5168","319",1
"1189","三亚广州",3406,"ZH9651/2","738",2
"1190","厦门珠海",3417,"MF8303/4","737",2
"1191","厦门珠海",3417,"MF8303/4","73G",10
"1192","厦门珠海",3417,"SC4913/4","738",4
"1193","南宁南京",3429,"CZ3263/4","738",2
"1194","南京南宁",3429,"ZH9203/4","737",2
"1195","南宁南京",3429,"ZH9227/8","738",2
"1196","南宁南京",3429,"ZH9539/40","733",2
"1197","重庆合肥",3435,"3U8615/6","ERJ",4
"1198","重庆合肥",3435,"MU5495/6","320",4
"1199","重庆合肥",3435,"MU5769","320",1
"1200","合肥重庆",3435,"MU5770","320",1
"1201","济南兰州",3464,"CZ6449/50","319",4
"1202","济南兰州",3464,"SC4927","738",2
"1203","兰州济南",3464,"SC4928","738",1
"1204","济南兰州",3464,"SC4965/6","733",2
"1205","珠海西安",3466,"CZ3761/2","73G",2
"1206","大连合肥",3490,"CZ6429/30","319",10
"1207","合肥大连",3490,"HU7243","738",1
"1208","大连合肥",3490,"HU7244","738",1
"1209","温州天津",3545,"GS6613/4","E90",6
"1210","海口厦门",3552,"CZ3837/8","733",4
"1211","厦门海口",3552,"CZ6517/8","M90",2
"1212","海口厦门",3552,"HU7047","738",1
"1213","厦门海口",3552,"HU7048","738",1
"1214","厦门海口",3552,"MF8139/40","738",4
"1215","厦门海口",3552,"MF8303/4","737",2
"1216","厦门海口",3552,"MF8303/4","73G",10
"1217","深圳南通",3556,"ZH9729","320",1
"1218","南通深圳",3556,"ZH9730","320",1
"1219","西安昆明",3621,"8L9925/6","73G",2
"1220","昆明西安",3621,"8L9963/4","319",2
"1221","西安昆明",3621,"HU7849","738",1
"1222","昆明西安",3621,"HU7850","738",1
"1223","昆明西安",3621,"KY8069","737",2
"1224","西安昆明",3621,"KY8070","73G",2
"1225","西安昆明",3621,"KY8083/4","737",2
"1226","西安昆明",3621,"MU2125","320",1
"1227","昆明西安",3621,"MU2126","320",1
"1228","昆明西安",3621,"MU5723","73G",1
"1229","西安昆明",3621,"MU5724","73G",1
"1230","西安昆明",3621,"MU5725/6","73G",2
"1231","昆明西安",3621,"MU5727/8","73G",2
"1232","昆明西安",3621,"MU5729/30","73G",2
"1233","西安昆明",3621,"MU5871/2","737",2
"1234","西安昆明",3621,"MU5873/4","737",2
"1235","太原温州",3628,"MU2165","73G",1
"1236","温州太原",3628,"MU2166","73G",1
"1237","武汉太原",3651,"CZ3143/4","738",4
"1238","武汉太原",3651,"CZ6287","738",1
"1239","武汉太原",3651,"CZ6287/8","738",6
"1240","太原武汉",3651,"CZ6288","738",1
"1241","太原武汉",3651,"MU2363","73G",1
"1242","武汉太原",3651,"MU2364","73G",1
"1243","武汉太原",3651,"MU3127/8","ERJ",2
"1244","武汉北海",3662,"CZ3683/4","738",2
"1245","武汉北海",3662,"MU3149","ERJ",1
"1246","北海武汉",3662,"MU3150","ERJ",1
"1247","银川南京",3663,"CZ6963/4","73G",4
"1248","南京银川",3663,"MU2789","320",2
"1249","银川南京",3663,"MU2790","320",2
"1250","昆明济南",3671,"3U8947/8","320",4
"1251","昆明济南",3671,"8L9939","73G",2
"1252","济南昆明",3671,"8L9940","73G",1
"1253","昆明济南",3671,"8L9949","73G",3
"1254","济南昆明",3671,"8L9950","73G",2
"1255","昆明济南",3671,"KY8017/8","73G",4
"1256","昆明济南",3671,"SC1191/2","733",2
"1257","济南昆明",3671,"SC4873/4","CR2",2
"1258","长沙石家庄",3685,"CZ6603/4","320",2
"1259","石家庄长沙",3685,"NS3245/6","320",2
"1260","青岛广州",3713,"CZ3533/4","319",2
"1261","青岛广州",3713,"CZ3573/4","319",2
"1262","青岛广州",3713,"CZ3715/6","319",2
"1263","青岛广州",3713,"CZ3799/800","319",4
"1264","广州青岛",3713,"HU7159/60","738",4
"1265","青岛广州",3713,"MU5257/8","320",2
"1266","青岛广州",3713,"SC4675/6","733",2
"1267","青岛广州",3713,"SC4677/8","733",2
"1268","广州青岛",3713,"ZH9667","320",1
"1269","青岛广州",3713,"ZH9668","320",1
"1270","张家界武汉",3741,"MU2493/4","ERJ",2
"1271","张家界武汉",3741,"MU2495/6","ERJ",4
"1272","厦门景德镇",3753,"3U8677/8","320",2
"1273","烟台天津",3803,"BK2861/2","MA6",2
"1274","烟台天津",3803,"GS7421/2","ERJ",2
"1275","天津烟台",3803,"GS7467/8","ERJ",4
"1276","烟台天津",3803,"SC4847/8","CR2",2
"1277","哈尔滨合肥",3811,"3U8909/10","319",2
"1278","合肥哈尔滨",3811,"CZ3941/2","320",2
"1279","合肥哈尔滨",3811,"HU7745","738",1
"1280","哈尔滨合肥",3811,"HU7746","738",1
"1281","长沙长春",3813,"CZ3937/8","320",2
"1282","昆明洛阳",3816,"MU5839/40","737",2
"1283","兰州三亚",3818,"3U8673/4","320",2
"1284","三亚兰州",3818,"JD5203/4","319",6
"1285","无锡广州",3852,"CZ3913/4","319",2
"1286","无锡广州",3852,"CZ3917/8","319",2
"1287","无锡广州",3852,"MU2907/8","320",2
"1288","无锡广州",3852,"MU2927/8","320",2
"1289","无锡广州",3852,"ZH9505/6","320",2
"1290","无锡广州",3852,"ZH9549/50","738",2
"1291","无锡广州",3852,"ZH9551","320",1
"1292","广州无锡",3852,"ZH9552","320",1
"1293","广州无锡",3852,"ZH9575","320",1
"1294","无锡广州",3852,"ZH9576","320",1
"1295","重庆福州",3906,"3U8959/60","320",2
"1296","重庆福州",3906,"CZ6985/6","752",2
"1297","重庆福州",3906,"HU7893","738",1
"1298","福州重庆",3906,"HU7894","738",1
"1299","福州重庆",3906,"MF8483/4","738",2
"1300","福州重庆",3906,"MF8485/6","738",4
"1301","重庆福州",3906,"PN6301/2","319",2
"1302","长沙厦门",3917,"3U8951/2","321",2
"1303","厦门长沙",3917,"MF8157/8","738",2
"1304","厦门长沙",3917,"MF8401/2","738",6
"1305","长沙厦门",3917,"MF8503","738",1
"1306","厦门长沙",3917,"MF8504","738",1
"1307","长沙厦门",3917,"PN6231/2","319",2
"1308","厦门南昌",3924,"MF8207/8","752",2
"1309","厦门南昌",3924,"MF8555/6","73G",2
"1310","厦门南昌",3924,"MF8581/2","738",2
"1311","厦门南昌",3924,"MF8581/2","757",2
"1312","南昌厦门",3924,"MU2281","320",1
"1313","厦门南昌",3924,"MU2282","320",1
"1314","厦门南昌",3924,"SC4781/2","733",2
"1315","昆明合肥",3959,"8L9911/2","73G",4
"1316","合肥昆明",3959,"BK2847/8","735",4
"1317","昆明合肥",3959,"KY8031/2","737",2
"1318","昆明合肥",3959,"MU5475","320",2
"1319","合肥昆明",3959,"MU5476","320",2
"1320","昆明合肥",3959,"MU5591/2","320",2
"1321","昆明合肥",3959,"MU5769","320",1
"1322","合肥昆明",3959,"MU5770","320",1
"1323","厦门桂林",3966,"JD5153/4","319",2
"1324","厦门桂林",3966,"MF8403/4","752",2
"1325","厦门桂林",3966,"SC4763/4","733",2
"1326","厦门桂林",3966,"SC4763/4","738",2
"1327","南京厦门",3976,"CZ6545/6","319",2
"1328","厦门南京",3976,"MF8067/8","738",2
"1329","厦门南京",3976,"MF8191/2","738",2
"1330","厦门南京",3976,"MF8507/8","738",2
"1331","厦门南京",3976,"MF8597/8","737",2
"1332","南京厦门",3976,"MU2809","320",1
"1333","厦门南京",3976,"MU2810","320",1
"1334","南京厦门",3976,"MU2819","320",5
"1335","厦门南京",3976,"MU2820","320",5
"1336","厦门南京",3976,"MU2829/30","320",2
"1337","南京厦门",3976,"MU2839","320",1
"1338","厦门南京",3976,"MU2840","320",1
"1339","厦门南京",3976,"MU3167/8","737",2
"1340","厦门南京",3976,"SC4803","CR2",1
"1341","南京厦门",3976,"SC4804","CR2",1
"1342","广州徐州",3999,"CZ3257","319",1
"1343","广州徐州",3999,"CZ3635","319",1
"1344","徐州广州",3999,"CZ3636","319",1
"1345","大连常州",4012,"CZ6467/8","319",2
"1346","通辽呼和浩特",4015,"CA1249/50","733",2
"1347","呼和浩特通辽",4015,"G52729","CR2",1
"1348","通辽呼和浩特",4015,"G52730","CR2",1
"1349","呼和浩特通辽",4015,"GS6435/6","EMB",2
"1350","通辽呼和浩特",4015,"GS6539/40","ERJ",4
"1351","呼和浩特乌海",4024,"GS6429/30","EMB",2
"1352","乌海呼和浩特",4024,"GS6479/80","ERJ",2
"1353","呼和浩特乌海",4024,"MU5459","73G",1
"1354","乌海呼和浩特",4024,"MU5460","73G",1
"1355","郑州武汉",4060,"MU2497/8","ERJ",2
"1356","深圳西安",4081,"CZ3213/4","320",6
"1357","深圳西安",4081,"CZ3225/6","320",8
"1358","西安深圳",4081,"CZ3735/6","320",4
"1359","深圳西安",4081,"CZ6989/90","320",2
"1360","西安深圳",4081,"HU7871/2","738",2
"1361","西安深圳",4081,"HU7873/4","734",2
"1362","深圳西安",4081,"HU7884/3","737",2
"1363","西安深圳",4081,"MU2325/6","320",2
"1364","西安深圳",4081,"ZH9241/2","737",2
"1365","深圳西安",4081,"ZH9835/6","319",2
"1366","西安深圳",4081,"ZH9881/2","320",2
"1367","深圳西安",4081,"ZH9987","320",1
"1368","西安深圳",4081,"ZH9988","320",1
"1369","重庆大连",4101,"3U8967/8","ERJ",2
"1370","大连重庆",4101,"CZ6425/6","321",4
"1371","大连重庆",4101,"CZ6579/80","321",6
"1372","重庆大连",4101,"G52641/2","CR2",2
"1373","重庆大连",4101,"G52679","CR2",1
"1374","大连重庆",4101,"G52680","CR2",1
"1375","重庆大连",4101,"G52761","CR2",1
"1376","大连重庆",4101,"G52762","CR2",1
"1377","重庆大连",4101,"HU7349/50","737",2
"1378","重庆大连",4101,"PN6101/2","319",2
"1379","重庆大连",4101,"ZH9161/2","320",2
"1380","南京宁波",4108,"SC4945/6","738",2
"1381","长沙张家界",4122,"CZ3313/4","321",2
"1382","张家界长沙",4122,"CZ3983","320",2
"1383","乌鲁木齐敦煌",4138,"CZ6895/6","73G",4
"1384","敦煌乌鲁木齐",4138,"GS7531/2","E90",4
"1385","宁波济南",4155,"SC4701/2","733",2
"1386","济南宁波",4155,"SC4835/6","CR2",2
"1387","济南宁波",4155,"SC4945/6","738",2
"1388","长沙郑州",4158,"CZ3943/4","320",2
"1389","郑州长沙",4158,"CZ6347/8","738",2
"1390","深圳丽江",4160,"CZ3451/2","319",2
"1391","深圳丽江",4160,"ZH9981","737",1
"1392","深圳丽江",4160,"ZH9981","73G",1
"1393","丽江深圳",4160,"ZH9982","73G",4
"1394","海口成都",4168,"3U8751/2","320",2
"1395","海口成都",4168,"CA4315/6","319",2
"1396","海口成都",4168,"HU7085","738",1
"1397","成都海口",4168,"HU7086","738",1
"1398","济南温州",4196,"GS6477/8","ERJ",4
"1399","济南温州",4196,"SC4805/6","737",2
"1400","济南温州",4196,"SC4809/10","738",2
"1401","温州济南",4196,"SC4833/4","738",4
"1402","温州济南",4196,"SC4907/8","737",2
"1403","温州济南",4196,"SC4983/4","737",2
"1404","珠海长沙",4201,"CZ3761/2","73G",2
"1405","深圳宜昌",4232,"ZH9943","320",1
"1406","宜昌深圳",4232,"ZH9944","320",1
"1407","郑州南宁",4249,"CZ3479/80","733",2
"1408","南宁郑州",4249,"CZ6385/6","738",2
"1409","郑州南宁",4249,"CZ6431","738",1
"1410","南宁郑州",4249,"CZ6432","738",2
"1411","南宁郑州",4249,"GS7583/4","E90",2
"1412","郑州南宁",4249,"VD8363/4","E90",2
"1413","南宁郑州",4249,"ZH9529","733",1
"1414","郑州南宁",4249,"ZH9530","733",1
"1415","西安温州",4253,"GS7559/60","E90",4
"1416","西安温州",4253,"HU7889","738",1
"1417","温州西安",4253,"HU7890","738",1
"1418","温州西安",4253,"MU2391/2","320",2
"1419","南宁青岛",4278,"CZ6385/6","738",2
"1420","青岛南宁",4278,"CZ6431","738",1
"1421","南宁青岛",4278,"CZ6432","738",2
"1422","南宁青岛",4278,"GS6525/6","E90",2
"1423","青岛南宁",4278,"SC4603/4","733",2
"1424","南宁青岛",4278,"ZH9587/8","737",2
"1425","珠海南宁",4288,"SC4913/4","738",4
"1426","郑州珠海",4306,"VD8351/2","E90",2
"1427","温州连云港",4326,"MU2673","ERJ",1
"1428","连云港温州",4326,"MU2674","ERJ",1
"1429","宁波青岛",4328,"CZ3855/6","733",2
"1430","宁波青岛",4328,"HU7721","738",1
"1431","青岛宁波",4328,"HU7722","738",1
"1432","宁波青岛",4328,"HU7841","733",1
"1433","宁波青岛",4328,"HU7841/2","737",2
"1434","青岛宁波",4328,"HU7842","733",1
"1435","宁波青岛",4328,"MF8515/6","738",2
"1436","宁波青岛",4328,"MF8583/4","738",2
"1437","青岛宁波",4328,"SC4709","CR2",1
"1438","宁波青岛",4328,"SC4710","CR2",1
"1439","西安乌鲁木齐",4341,"8L9963/4","319",2
"1440","西安乌鲁木齐",4341,"BK2885/6","738",2
"1441","西安乌鲁木齐",4341,"CA1785/6","319",2
"1442","乌鲁木齐西安",4341,"CZ6305/6","73G",4
"1443","乌鲁木齐西安",4341,"CZ6895/6","73G",4
"1444","乌鲁木齐西安",4341,"CZ6919/20","73G",2
"1445","乌鲁木齐西安",4341,"CZ6939/40","738",2
"1446","乌鲁木齐西安",4341,"CZ6959/60","73G",4
"1447","西安乌鲁木齐",4341,"GS7531/2","E90",4
"1448","乌鲁木齐西安",4341,"HU7809/10","738",2
"1449","乌鲁木齐西安",4341,"HU7813","738",1
"1450","西安乌鲁木齐",4341,"HU7814","738",1
"1451","西安乌鲁木齐",4341,"MU2769","320",1
"1452","乌鲁木齐西安",4341,"MU2770","320",1
"1453","西安乌鲁木齐",4341,"MU5727/8","73G",2
"1454","西安乌鲁木齐",4341,"SC4633/4","733",2
"1455","南京温州",4423,"MU2165","73G",1
"1456","温州南京",4423,"MU2166","73G",1
"1457","重庆拉萨",4432,"3U8633/4","319",4
"1458","重庆拉萨",4432,"3U8665/6","319",4
"1459","重庆拉萨",4432,"CA4419/20","319",2
"1460","重庆拉萨",4432,"CZ3183/4","319",2
"1461","重庆拉萨",4432,"CZ3463/4","319",2
"1462","重庆拉萨",4432,"CZ3921/2","319",2
"1463","重庆拉萨",4432,"CZ3923/4","319",2
"1464","重庆拉萨",4432,"TV9813/4","319",4
"1465","温州南宁",4437,"CZ6391/2","319",6
"1466","南宁温州",4437,"EU2227/8","319",6
"1467","温州南宁",4437,"GS6523/4","E90",2
"1468","温州南宁",4437,"ZH9193/4","733",2
"1469","武汉厦门",4453,"CA8227/8","320",2
"1470","武汉厦门",4453,"CZ3841/2","73G",4
"1471","武汉厦门",4453,"CZ6513/4","73G",2
"1472","厦门武汉",4453,"MF8217/8","752",4
"1473","厦门武汉",4453,"MF8237/8","738",2
"1474","厦门武汉",4453,"MF8275/6","737",2
"1475","厦门武汉",4453,"MF8275/6","73G",4
"1476","厦门武汉",4453,"MF8553/4","752",2
"1477","武汉厦门",4453,"MU2873/4","ERJ",4
"1478","厦门武汉",4453,"SC4797","738",1
"1479","武汉厦门",4453,"SC4798","CR2",1
"1480","北海长沙",4466,"CZ3147","320",1
"1481","长沙北海",4466,"CZ3148","320",1
"1482","长沙北海",4466,"CZ6347/8","738",2
"1483","海口广州",4472,"CZ6773/4","733",2
"1484","海口广州",4472,"CZ6777","733",1
"1485","广州海口",4472,"CZ6778","733",1
"1486","海口广州",4472,"CZ6779/80","733",2
"1487","海口广州",4472,"CZ6783/4","733",2
"1488","海口广州",4472,"CZ6785/6","733",2
"1489","海口广州",4472,"CZ6787/8","733",2
"1490","海口广州",4472,"CZ6789/90","733",2
"1491","海口广州",4472,"CZ6791/2","733",4
"1492","海口广州",4472,"CZ6793/4","733",2
"1493","海口广州",4472,"HU7003","738",1
"1494","广州海口",4472,"HU7004","738",1
"1495","海口广州",4472,"HU7005","738",1
"1496","广州海口",4472,"HU7006","734",1
"1497","海口广州",4472,"HU7007","738",1
"1498","广州海口",4472,"HU7008","738",1
"1499","海口广州",4472,"HU7009","733",1
"1500","广州海口",4472,"HU7010","733",1
"1501","海口广州",4472,"HU7011","733",1
"1502","广州海口",4472,"HU7012","738",1
"1503","海口广州",4472,"HU7013","738",1
"1504","广州海口",4472,"HU7014","738",2
"1505","海口广州",4472,"HU7301","733",1
"1506","广州海口",4472,"HU7302","733",1
"1507","海口广州",4472,"HU7303","734",1
"1508","广州海口",4472,"HU7304","734",1
"1509","广州海口",4472,"JD5159","319",1
"1510","海口广州",4472,"JD5160","319",1
"1511","海口广州",4472,"MU2465","733",1
"1512","广州海口",4472,"MU2466","733",1
"1513","海口广州",4472,"ZH7009/10","320",2
"1514","海口广州",4472,"ZH9609/10","320",2
"1515","海口广州",4472,"ZH9611/2","320",2
"1516","厦门昆明",4473,"3U8917/8","320",2
"1517","昆明厦门",4473,"8L9977","73G",1
"1518","厦门昆明",4473,"8L9978","73G",1
"1519","昆明厦门",4473,"KY8005/6","737",4
"1520","昆明厦门",4473,"KY8005/6","73G",2
"1521","厦门昆明",4473,"KY8085/6","737",4
"1522","厦门昆明",4473,"MF8405/6","738",2
"1523","厦门昆明",4473,"MU5781/2","73G",2
"1524","厦门昆明",4473,"MU5783/4","73G",2
"1525","厦门昆明",4473,"MU5785/6","733",2
"1526","厦门昆明",4473,"SC4769/70","738",4
"1527","郑州银川",4478,"FM9329/30","738",2
"1528","郑州银川",4478,"SC4799","738",1
"1529","银川郑州",4478,"SC4800","738",1
"1530","南京烟台",4482,"MU2761","ERJ",2
"1531","烟台南京",4482,"MU2761/2","ERJ",2
"1532","烟台南京",4482,"MU2762","ERJ",1
"1533","南京烟台",4482,"MU2871/2","ERJ",2
"1534","烟台南京",4482,"SC4883/4","738",2
"1535","广州常州",4541,"CZ3815/6","319",2
"1536","广州常州",4541,"ZH9663/4","320",2
"1537","沈阳青岛",4547,"9C8925/6","320",4
"1538","沈阳青岛",4547,"CZ3984","320",2
"1539","沈阳青岛",4547,"CZ6311/2","M90",2
"1540","青岛沈阳",4547,"CZ6361/2","319",2
"1541","沈阳青岛",4547,"CZ6457/8","320",2
"1542","沈阳青岛",4547,"CZ6495/6","320",2
"1543","沈阳青岛",4547,"CZ6615/6","320",2
"1544","青岛沈阳",4547,"HU7875","738",2
"1545","沈阳青岛",4547,"HU7876","737",1
"1546","沈阳青岛",4547,"HU7876","738",2
"1547","青岛沈阳",4547,"MF8029/30","738",2
"1548","青岛沈阳",4547,"SC4989","733",1
"1549","沈阳青岛",4547,"SC4990","733",1
"1550","沈阳青岛",4547,"ZH9401/2","320",2
"1551","济南大连",4563,"3U8811/2","321",2
"1552","济南大连",4563,"8L9949","73G",3
"1553","大连济南",4563,"8L9950","73G",2
"1554","大连济南",4563,"CZ6435/6","319",4
"1555","大连济南",4563,"CZ6449/50","319",4
"1556","济南大连",4563,"EU2727/8","320",2
"1557","济南大连",4563,"HU7349/50","737",2
"1558","济南大连",4563,"MF8041/2","73G",2
"1559","济南大连",4563,"SC4921/2","737",2
"1560","济南大连",4563,"SC4923/4","CR2",4
"1561","济南大连",4563,"SC4925/6","733",2
"1562","济南大连",4563,"ZH9429/30","738",2
"1563","合肥温州",4586,"GS7559/60","E90",4
"1564","重庆广州",4610,"3U8741/2","320",2
"1565","重庆广州",4610,"3U8745/6","321",2
"1566","广州重庆",4610,"3U8793/4","320",2
"1567","重庆广州",4610,"CA4319/20","73G",2
"1568","重庆广州",4610,"CA4341","73G",1
"1569","广州重庆",4610,"CA4342","73G",1
"1570","重庆广州",4610,"CA4349/50","73G",2
"1571","重庆广州",4610,"CA4353/4","738",2
"1572","重庆广州",4610,"CZ3405/6","319",2
"1573","重庆广州",4610,"CZ3415/6","319",2
"1574","重庆广州",4610,"CZ3425/6","319",4
"1575","广州重庆",4610,"CZ3463/4","319",2
"1576","重庆广州",4610,"CZ3485/6","319",2
"1577","重庆广州",4610,"CZ3949/50","319",2
"1578","重庆广州",4610,"JD5171/2","319",2
"1579","重庆广州",4610,"OQ2317/8","320",2
"1580","重庆广州",4610,"OQ2339/40","320",4
"1581","重庆广州",4610,"PN6205/6","733",2
"1582","成都宁波",4650,"3U8927/8","321",2
"1583","宁波成都",4650,"HU7355/6","734",2
"1584","成都宁波",4650,"MU2531","733",2
"1585","宁波成都",4650,"MU2532","733",1
"1586","宁波成都",4650,"MU5245","320",1
"1587","成都宁波",4650,"MU5246","320",1
"1588","广州大理",4659,"CZ3481/2","319",2
"1589","广州大连",4666,"CZ3603/4","319",2
"1590","广州大连",4666,"CZ3607/8","319",4
"1591","大连广州",4666,"CZ6261/2","320",2
"1592","广州大连",4666,"CZ6321/2","321",2
"1593","广州大连",4666,"HU7243","738",1
"1594","大连广州",4666,"HU7244","738",1
"1595","广州大连",4666,"ZH9575","320",1
"1596","大连广州",4666,"ZH9576","320",1
"1597","贵阳三亚",4687,"3U8673/4","320",2
"1598","三亚贵阳",4687,"HU7347","738",1
"1599","贵阳三亚",4687,"HU7348","738",1
"1600","三亚贵阳",4687,"JD5317/8","319",2
"1601","贵阳三亚",4687,"ZH9131/2","737",2
"1602","贵阳三亚",4687,"ZH9131/2","738",2
"1603","厦门合肥",4701,"CZ3837/8","733",4
"1604","合肥厦门",4701,"HU7863","738",1
"1605","厦门合肥",4701,"HU7864","738",2
"1606","厦门合肥",4701,"MF8527/8","737",2
"1607","厦门合肥",4701,"MF8527/8","73G",6
"1608","合肥厦门",4701,"MU2273","320",1
"1609","厦门合肥",4701,"MU2274","320",1
"1610","厦门合肥",4701,"MU5597/8","320",4
"1611","厦门合肥",4701,"SC4957","738",1
"1612","合肥厦门",4701,"SC4958","738",1
"1613","三亚成都",4720,"3U8757/8","320",2
"1614","三亚成都",4720,"CA4249/50","321",2
"1615","三亚成都",4720,"CA4375/6","319",2
"1616","三亚成都",4720,"EU2207/8","319",2
"1617","三亚成都",4720,"JD5177/8","319",2
